,Time,GHI,POA,ambient_temp,module_temp
0,2023-11-05 00:00:00,0.0,0.0,39.044,24.805
1,2023-11-05 00:01:00,0.0,0.0,38.884,24.725
2,2023-11-05 00:02:00,0.0,0.0,38.884,24.725
3,2023-11-05 00:03:00,0.0,0.0,38.424,24.383
4,2023-11-05 00:04:00,0.0,0.0,38.144,24.236
5,2023-11-05 00:05:00,0.0,0.0,37.872,24.107
6,2023-11-05 00:06:00,0.0,0.0,37.612,23.945
7,2023-11-05 00:07:00,0.0,0.0,37.312,23.767
8,2023-11-05 00:08:00,0.0,0.0,37.174,23.72
9,2023-11-05 00:09:00,0.0,0.0,37.128,23.716
10,2023-11-05 00:10:00,0.0,0.0,37.107,23.613
11,2023-11-05 00:11:00,0.0,0.0,37.027,23.572
12,2023-11-05 00:12:00,0.0,0.0,37.009,23.54
13,2023-11-05 00:13:00,0.0,0.0,36.966,23.508
14,2023-11-05 00:14:00,0.0,0.0,36.91,23.473
15,2023-11-05 00:15:00,0.0,0.0,36.784,23.394
16,2023-11-05 00:16:00,0.0,0.0,36.702,23.344
17,2023-11-05 00:17:00,0.0,0.0,36.65,23.353
18,2023-11-05 00:18:00,0.0,0.0,36.598,23.268
19,2023-11-05 00:19:00,0.0,0.0,36.598,23.268
20,2023-11-05 00:20:00,0.0,0.0,36.433,23.195
21,2023-11-05 00:21:00,0.0,0.0,36.449,23.151
22,2023-11-05 00:22:00,0.0,0.0,36.481,23.093
23,2023-11-05 00:23:00,0.0,0.0,36.68,23.081
24,2023-11-05 00:24:00,0.0,0.0,36.701,23.059
25,2023-11-05 00:25:00,0.0,0.0,36.724,23.049
26,2023-11-05 00:26:00,0.0,0.0,36.687,23.011
27,2023-11-05 00:27:00,0.0,0.0,36.666,22.937
28,2023-11-05 00:28:00,0.0,0.0,36.564,22.832
29,2023-11-05 00:29:00,0.0,0.0,36.443,22.822
30,2023-11-05 00:30:00,0.0,0.0,36.502,22.852
31,2023-11-05 00:31:00,0.0,0.0,36.529,22.913
32,2023-11-05 00:32:00,0.0,0.0,36.649,23.004
33,2023-11-05 00:33:00,0.0,0.0,36.773,23.125
34,2023-11-05 00:34:00,0.0,0.0,37.054,23.232
35,2023-11-05 00:35:00,0.0,0.0,37.179,23.372
36,2023-11-05 00:36:00,0.0,0.0,37.211,23.455
37,2023-11-05 00:37:00,0.0,0.0,37.211,23.455
38,2023-11-05 00:38:00,0.0,0.0,37.394,23.469
39,2023-11-05 00:39:00,0.0,0.0,37.497,23.55
40,2023-11-05 00:40:00,0.0,0.0,37.581,23.673
41,2023-11-05 00:41:00,0.0,0.0,37.649,23.685
42,2023-11-05 00:42:00,0.0,0.0,37.725,23.656
43,2023-11-05 00:43:00,0.0,0.0,37.717,23.55
44,2023-11-05 00:44:00,0.0,0.0,37.677,23.633
45,2023-11-05 00:45:00,0.0,0.0,37.644,23.539
46,2023-11-05 00:46:00,0.0,0.0,37.466,23.612
47,2023-11-05 00:47:00,0.0,0.0,37.32,23.54
48,2023-11-05 00:48:00,0.0,0.0,37.34,23.41
49,2023-11-05 00:49:00,0.0,0.0,37.431,23.496
