time,ambient_temp1,ambient_temp2,ambient_rh,ir,inv_temp1,inv_temp2,inv_rh,deviceID
2024-04-14 00:00:00,7.087,10.446,83.272,0.0,14.569,15.045,21.764,28
2024-04-14 00:05:00,7.087,10.513,82.661,0.0,14.379,14.84,21.953,28
2024-04-14 00:10:00,7.046,10.43,83.364,0.0,14.185,14.639,22.149,28
2024-04-14 00:15:00,7.105,10.378,85.323,0.0,14.008,14.462,22.308,28
2024-04-14 00:20:00,7.092,10.307,86.839,0.0,13.805,14.293,22.516,28
2024-04-14 00:25:00,6.854,10.086,87.041,0.0,13.614,14.141,22.6,28
2024-04-14 00:30:00,6.456,9.759,86.776,0.0,13.442,13.979,22.61,28
2024-04-14 00:35:00,6.127,9.419,86.602,0.0,13.262,13.809,22.645,28
2024-04-14 00:40:00,5.916,9.142,87.562,0.0,13.104,13.637,22.746,28
2024-04-14 00:45:00,5.934,9.145,88.541,0.0,12.924,13.473,22.904,28
2024-04-14 00:50:00,6.358,9.301,89.586,0.0,12.74,13.321,23.24,28
2024-04-14 00:55:00,6.842,9.785,89.315,0.0,12.589,13.174,23.542,28
2024-04-14 01:00:00,7.273,10.44,86.504,0.0,12.458,13.049,23.759,28
2024-04-14 01:05:00,7.407,11.016,80.864,0.0,12.334,12.947,23.798,28
2024-04-14 01:10:00,7.165,10.766,80.135,0.0,12.221,12.838,23.702,28
2024-04-14 01:15:00,6.901,10.552,80.415,0.0,12.103,12.747,23.731,28
2024-04-14 01:20:00,6.843,10.336,82.822,0.0,11.985,12.649,23.885,28
2024-04-14 01:25:00,6.915,10.263,84.639,0.0,11.846,12.555,24.027,28
2024-04-14 01:30:00,6.747,10.075,84.433,0.0,11.739,12.476,24.119,28
2024-04-14 01:35:00,6.364,9.796,83.462,0.0,11.634,12.366,24.204,28
2024-04-14 01:40:00,6.141,9.541,84.614,0.0,11.523,12.27,24.302,28
2024-04-14 01:45:00,6.215,9.487,86.354,0.0,11.417,12.174,24.438,28
2024-04-14 01:50:00,6.089,9.361,86.906,0.0,11.317,12.064,24.575,28
2024-04-14 01:55:00,5.931,9.282,87.094,0.0,11.205,11.968,24.649,28
2024-04-14 02:00:00,5.733,9.078,87.439,0.0,11.105,11.834,24.705,28
2024-04-14 02:05:00,5.521,8.879,87.295,0.0,10.962,11.731,24.845,28
2024-04-14 02:10:00,5.475,8.805,87.835,0.0,10.855,11.623,24.953,28
2024-04-14 02:15:00,5.468,8.788,87.518,0.0,10.748,11.513,25.06,28
2024-04-14 02:20:00,5.398,8.77,87.372,0.0,10.644,11.406,25.159,28
2024-04-14 02:25:00,5.436,8.735,87.465,0.0,10.532,11.296,25.299,28
2024-04-14 02:30:00,5.34,8.617,86.956,0.0,10.427,11.193,25.374,28
2024-04-14 02:35:00,5.264,8.618,87.056,0.0,10.323,11.088,25.47,28
2024-04-14 02:40:00,5.189,8.54,87.949,0.0,10.218,10.954,25.52,28
2024-04-14 02:45:00,4.977,8.319,88.123,0.0,10.108,10.849,25.527,28
2024-04-14 02:50:00,4.841,8.173,88.409,0.0,9.982,10.74,25.608,28
2024-04-14 02:55:00,4.795,8.096,89.371,0.0,9.862,10.631,25.689,28
2024-04-14 03:00:00,4.858,8.152,90.28,0.0,9.762,10.526,25.817,28
2024-04-14 03:05:00,4.809,7.999,90.964,0.0,9.656,10.418,25.899,28
2024-04-14 03:10:00,4.648,7.831,90.869,0.0,9.549,10.311,25.945,28
2024-04-14 03:15:00,4.599,7.77,91.182,0.0,9.449,10.22,26.117,28
2024-04-14 03:20:00,4.476,7.58,91.44,0.0,9.356,10.125,26.2,28
2024-04-14 03:25:00,4.419,7.403,91.298,0.0,9.245,10.01,26.255,28
2024-04-14 03:30:00,4.666,7.541,92.303,0.0,9.149,9.895,26.396,28
2024-04-14 03:35:00,5.013,7.725,93.514,0.0,9.059,9.809,26.574,28
2024-04-14 03:40:00,5.481,7.982,94.465,0.0,8.949,9.734,26.74,28
2024-04-14 03:45:00,5.916,8.325,94.689,0.0,8.887,9.698,26.884,28
2024-04-14 03:50:00,5.913,8.56,92.686,0.0,8.809,9.658,26.904,28
2024-04-14 03:55:00,5.512,8.348,90.506,607.282,8.756,9.605,26.9,28
2024-04-14 04:00:00,4.944,8.018,89.779,607.263,8.693,9.552,26.9,28
2024-04-14 04:05:00,4.575,7.657,89.818,0.0,8.608,9.488,26.908,28
2024-04-14 04:10:00,4.514,7.566,90.859,0.0,8.544,9.406,27.025,28
2024-04-14 04:15:00,4.667,7.631,92.292,0.0,8.469,9.332,27.206,28
2024-04-14 04:20:00,4.737,7.594,92.921,0.0,8.403,9.282,27.3,28
2024-04-14 04:25:00,4.569,7.404,93.145,0.0,8.338,9.208,27.3,28
2024-04-14 04:30:00,4.187,7.141,92.922,0.0,8.269,9.15,27.3,28
2024-04-14 04:35:00,3.954,6.922,93.182,0.0,8.19,9.074,27.318,28
2024-04-14 04:40:00,3.94,6.855,93.544,0.0,8.101,8.965,27.4,28
2024-04-14 04:45:00,3.841,6.722,94.049,0.0,8.007,8.893,27.403,28
2024-04-14 04:50:00,4.038,6.824,94.591,0.0,7.923,8.803,27.521,28
2024-04-14 04:55:00,4.464,6.824,95.216,0.0,7.866,8.741,27.66,28
2024-04-14 05:00:00,4.38,6.723,95.454,0.0,7.8,8.69,27.619,28
2024-04-14 05:05:00,4.103,6.596,95.586,0.0,7.731,8.615,27.697,28
2024-04-14 05:10:00,3.991,6.558,95.445,0.0,7.664,8.552,27.719,28
2024-04-14 05:15:00,4.14,6.704,95.808,0.0,7.603,8.485,27.856,28
2024-04-14 05:20:00,4.17,6.823,96.295,0.0,7.528,8.415,27.927,28
2024-04-14 05:25:00,4.258,6.981,96.666,0.0,7.474,8.381,28.001,28
2024-04-14 05:30:00,4.261,7.002,96.88,0.0,7.405,8.314,28.069,28
2024-04-14 05:35:00,4.173,6.902,96.865,0.0,7.351,8.283,28.129,28
2024-04-14 05:40:00,4.172,6.854,96.717,0.0,7.295,8.206,28.192,28
2024-04-14 05:45:00,4.238,6.837,96.8,0.0,7.237,8.174,28.291,28
2024-04-14 05:50:00,4.306,6.818,96.8,0.0,7.197,8.106,28.304,28
2024-04-14 05:55:00,4.385,6.888,96.805,0.0,7.146,8.063,28.388,28
2024-04-14 06:00:00,4.232,6.78,96.777,0.0,7.078,8.008,28.396,28
2024-04-14 06:05:00,4.027,6.697,96.632,0.0,7.004,7.993,28.4,28
2024-04-14 06:10:00,3.982,6.658,96.575,0.0,6.985,7.92,28.468,28
