time,ambient_temp1,ambient_temp2,ambient_rh,ir,inv_temp1,inv_temp2,inv_rh,deviceID
2024-01-01 00:00:00,5.616,7.902,69.803,0.0,7.527,8.6,26.13,28
2024-01-01 00:05:00,5.549,7.797,69.963,0.0,7.537,8.602,26.103,28
2024-01-01 00:10:00,5.368,7.636,70.894,0.0,7.534,8.601,26.141,28
2024-01-01 00:15:00,5.383,7.673,70.622,0.0,7.518,8.6,26.26,28
2024-01-01 00:20:00,5.188,7.386,71.872,0.0,7.515,8.592,26.4,28
2024-01-01 00:25:00,4.748,6.941,73.894,0.0,7.5,8.553,26.385,28
2024-01-01 00:30:00,4.423,6.512,76.1,0.0,7.488,8.498,26.483,28
2024-01-01 00:35:00,4.08,6.025,78.808,0.0,7.422,8.423,26.5,28
2024-01-01 00:40:00,3.748,5.658,81.39,0.0,7.384,8.336,26.574,28
2024-01-01 00:45:00,3.246,5.407,82.276,0.0,7.311,8.243,26.565,28
2024-01-01 00:50:00,2.733,5.137,82.937,0.0,7.228,8.129,26.531,28
2024-01-01 00:55:00,2.426,4.861,83.813,0.0,7.145,7.982,26.638,28
2024-01-01 01:00:00,2.241,4.703,83.937,0.0,7.019,7.862,26.761,28
2024-01-01 01:05:00,2.044,4.521,84.125,0.0,6.92,7.739,26.831,28
2024-01-01 01:10:00,2.421,4.968,83.821,0.0,6.823,7.616,27.086,28
2024-01-01 01:15:00,3.054,5.547,82.146,0.0,6.748,7.518,27.243,28
2024-01-01 01:20:00,3.323,5.816,80.453,0.0,6.669,7.459,27.243,28
2024-01-01 01:25:00,3.58,6.326,78.721,0.0,6.601,7.402,27.367,28
2024-01-01 01:30:00,3.766,6.495,77.425,0.0,6.535,7.39,27.386,28
2024-01-01 01:35:00,3.689,6.442,77.631,0.0,6.492,7.352,27.333,28
2024-01-01 01:40:00,3.988,6.787,76.26,0.0,6.429,7.304,27.667,28
2024-01-01 01:45:00,4.482,7.008,74.611,0.0,6.415,7.312,27.928,28
2024-01-01 01:50:00,4.426,6.97,73.751,0.0,6.402,7.356,27.899,28
2024-01-01 01:55:00,4.408,7.004,73.182,0.0,6.392,7.37,27.848,28
2024-01-01 02:00:00,4.34,7.06,72.834,0.0,6.386,7.36,27.919,28
2024-01-01 02:05:00,4.483,7.107,72.497,0.0,6.375,7.377,28.172,28
2024-01-01 02:10:00,4.065,6.771,73.122,0.0,6.352,7.381,28.031,28
2024-01-01 02:15:00,3.703,6.398,74.389,0.0,6.315,7.333,28.191,28
2024-01-01 02:20:00,3.308,6.103,75.529,0.0,6.301,7.3,28.193,28
2024-01-01 02:25:00,2.913,5.747,76.525,0.0,6.264,7.228,28.2,28
2024-01-01 02:30:00,2.588,5.434,77.741,0.0,6.183,7.159,28.235,28
2024-01-01 02:35:00,2.443,5.135,79.378,0.0,6.102,7.033,28.353,28
2024-01-01 02:40:00,2.123,4.854,80.817,0.0,6.041,6.952,28.377,28
2024-01-01 02:45:00,1.729,4.549,82.086,0.0,5.969,6.853,28.32,28
2024-01-01 02:50:00,1.46,4.404,83.12,0.0,5.895,6.752,28.4,28
2024-01-01 02:55:00,1.216,4.174,83.69,0.0,5.798,6.644,28.4,28
2024-01-01 03:00:00,1.131,3.954,85.187,0.0,5.71,6.535,28.452,28
2024-01-01 03:05:00,1.094,3.782,86.245,0.0,5.617,6.432,28.523,28
2024-01-01 03:10:00,1.106,3.648,87.041,0.0,5.518,6.308,28.569,28
2024-01-01 03:15:00,1.175,3.598,88.906,0.0,5.417,6.167,28.716,28
2024-01-01 03:20:00,1.2,3.642,89.929,0.0,5.318,6.054,28.841,28
2024-01-01 03:25:00,1.089,3.541,90.429,0.0,5.199,5.94,28.903,28
2024-01-01 03:30:00,0.916,3.472,90.607,0.0,5.069,5.825,29.022,28
2024-01-01 03:35:00,0.86,3.366,90.894,0.0,4.966,5.706,29.104,28
2024-01-01 03:40:00,0.817,3.357,91.128,0.0,4.863,5.596,29.19,28
2024-01-01 03:45:00,0.84,3.251,91.561,0.0,4.758,5.491,29.252,28
2024-01-01 03:50:00,0.894,3.198,91.667,0.0,4.659,5.397,29.3,28
2024-01-01 03:55:00,0.865,3.178,92.075,0.0,4.569,5.305,29.354,28
2024-01-01 04:00:00,0.787,3.101,92.432,0.0,4.47,5.208,29.44,28
2024-01-01 04:05:00,0.885,3.096,93.01,0.0,4.386,5.11,29.499,28
