time,ambient_temp1,ambient_temp2,ambient_rh,ir,inv_temp1,inv_temp2,inv_rh,deviceID
2023-12-13 00:00:00,6550.935,6553.332,98.856,0.0,1.105,1.903,29.807,28
2023-12-13 00:05:00,6551.002,6553.325,98.919,0.0,1.024,1.821,29.864,28
2023-12-13 00:10:00,6551.219,6553.399,99.0,0.0,0.942,1.764,29.991,28
2023-12-13 00:15:00,6551.399,6553.4,99.0,0.0,0.885,1.703,29.989,28
2023-12-13 00:20:00,6551.358,3276.7,99.093,0.0,0.806,1.652,30.0,28
2023-12-13 00:25:00,6551.247,6553.4,99.1,0.0,0.742,1.599,30.0,28
2023-12-13 00:30:00,6551.102,6553.368,99.102,0.0,0.689,1.537,30.027,28
2023-12-13 00:35:00,6551.095,6553.341,99.188,0.0,0.609,1.492,30.096,28
2023-12-13 00:40:00,6550.844,6553.233,99.1,0.0,0.558,1.423,30.053,28
2023-12-13 00:45:00,6550.651,6553.179,99.134,0.0,0.497,1.336,30.065,28
2023-12-13 00:50:00,6550.723,6553.17,99.189,0.0,0.416,1.288,30.114,28
2023-12-13 00:55:00,6550.675,6553.045,99.102,0.0,0.326,1.214,30.181,28
2023-12-13 01:00:00,6550.443,6552.912,99.1,0.0,0.274,1.165,30.196,28
2023-12-13 01:05:00,6550.119,6552.791,99.1,0.0,0.195,1.101,30.176,28
2023-12-13 01:10:00,6550.093,6552.743,99.073,0.0,0.129,1.021,30.283,28
2023-12-13 01:15:00,6550.023,6552.689,99.0,0.0,0.067,0.968,30.3,28
2023-12-13 01:20:00,6549.817,6552.578,99.019,0.0,0.005,0.9,30.312,28
2023-12-13 01:25:00,6549.713,6552.518,99.0,0.0,0.0,0.818,30.364,28
2023-12-13 01:30:00,6549.696,6552.426,99.0,0.0,0.0,0.754,30.392,28
2023-12-13 01:35:00,6549.628,6552.328,99.0,0.0,5825.244,0.695,30.448,28
2023-12-13 01:40:00,6549.586,6552.313,99.0,0.0,6553.4,0.614,30.467,28
2023-12-13 01:45:00,6549.569,6552.251,99.052,0.0,6553.365,0.557,30.5,28
2023-12-13 01:50:00,6549.44,6552.114,99.012,0.0,6553.299,0.488,30.5,28
2023-12-13 01:55:00,6549.53,6552.105,99.066,0.0,6553.224,0.396,30.512,28
2023-12-13 02:00:00,6549.574,6552.12,99.1,0.0,6553.167,0.314,30.555,28
2023-12-13 02:05:00,6549.379,6551.954,99.1,0.0,6553.073,0.271,30.508,28
2023-12-13 02:10:00,6549.254,6551.88,99.1,0.0,6553.0,0.197,30.574,28
2023-12-13 02:15:00,6549.295,6551.887,99.1,0.0,6552.931,0.128,30.6,28
2023-12-13 02:20:00,6549.295,6551.837,99.114,0.0,6552.883,0.084,30.6,28
2023-12-13 02:25:00,6549.214,6551.713,99.1,0.0,6552.808,0.021,30.6,28
2023-12-13 02:30:00,6549.064,6551.625,99.1,0.0,6552.752,0.0,30.6,28
2023-12-13 02:35:00,6549.033,6551.732,99.1,0.0,6552.697,0.0,30.67,28
2023-12-13 02:40:00,6549.077,6551.676,99.169,0.0,6552.625,0.0,30.665,28
2023-12-13 02:45:00,6549.068,6551.607,99.2,0.0,6552.584,4368.933,30.697,28
2023-12-13 02:50:00,6549.058,6551.591,99.2,0.0,6552.511,6553.4,30.7,28
2023-12-13 02:55:00,6549.036,6551.629,99.2,0.0,6552.472,6553.393,30.7,28
2023-12-13 03:00:00,6549.137,6551.728,99.26,0.0,6552.405,6553.32,30.739,28
2023-12-13 03:05:00,6549.253,6551.812,99.381,0.0,6552.371,6553.297,30.788,28
2023-12-13 03:10:00,6549.268,6551.799,99.4,0.0,6552.307,6553.263,30.795,28
2023-12-13 03:15:00,6549.27,6551.812,99.423,0.0,6552.274,6553.209,30.8,28
2023-12-13 03:20:00,6549.209,6551.815,99.5,0.0,6552.205,6553.197,30.8,28
2023-12-13 03:25:00,6549.369,6551.868,99.523,0.0,6552.154,6553.17,30.8,28
2023-12-13 03:30:00,6549.534,6551.947,99.6,0.0,6552.105,6553.114,30.856,28
2023-12-13 03:35:00,6549.737,6552.008,99.664,0.0,6552.097,6553.093,30.9,28
2023-12-13 03:40:00,6549.903,6552.067,99.7,0.0,6552.068,6553.083,30.919,28
2023-12-13 03:45:00,6550.015,6552.114,99.773,0.0,6552.041,6553.081,30.958,28
2023-12-13 03:50:00,6550.017,6552.126,99.8,0.0,6552.017,6553.079,30.921,28
2023-12-13 03:55:00,6550.034,6552.172,99.8,0.0,6552.004,6553.067,30.901,28
2023-12-13 04:00:00,6550.006,6552.136,99.8,0.0,6552.002,6553.066,30.9,28
2023-12-13 04:05:00,6550.007,6552.144,99.8,0.0,6551.997,6553.053,30.9,28
2023-12-13 04:10:00,6549.915,6552.107,99.8,0.0,6551.994,6553.03,30.9,28
2023-12-13 04:15:00,6549.805,6552.064,99.852,0.0,6551.977,6553.015,30.899,28
2023-12-13 04:20:00,6549.716,6552.063,99.856,0.0,6551.943,6553.003,30.9,28
2023-12-13 04:25:00,6549.688,6552.008,99.9,0.0,6551.911,6553.0,30.91,28
2023-12-13 04:30:00,6549.614,6552.0,99.9,0.0,6551.903,6552.996,30.979,28
2023-12-13 04:35:00,6549.693,6551.981,99.9,0.0,6551.9,6552.966,31.0,28
2023-12-13 04:40:00,6549.8,6551.978,99.9,0.0,6551.887,6552.928,31.022,28
2023-12-13 04:45:00,6549.825,6551.996,99.9,0.0,6551.879,6552.923,31.014,28
2023-12-13 04:50:00,6549.83,6551.994,99.9,0.0,6551.853,6552.911,31.0,28
2023-12-13 04:55:00,6549.725,6551.937,99.9,0.0,6551.821,6552.903,30.976,28
2023-12-13 05:00:00,6549.611,6551.867,99.9,0.0,6551.809,6552.9,30.9,28
2023-12-13 05:05:00,6549.485,6551.803,99.901,0.0,6551.803,6552.896,30.901,28
2023-12-13 05:10:00,6549.531,6551.809,99.9,0.0,6551.801,6552.883,30.9,28
2023-12-13 05:15:00,6549.537,6551.793,99.9,0.0,6551.797,6552.859,30.9,28
2023-12-13 05:20:00,6549.476,6551.727,99.9,0.0,6551.785,6552.837,30.9,28
2023-12-13 05:25:00,6549.481,6551.699,99.9,0.0,6551.755,6552.811,30.9,28
