time,ambient_temp1,ambient_temp2,ambient_rh,ir,inv_temp1,inv_temp2,inv_rh,deviceID
2024-04-16 00:00:00,17.948,21.114,53.087,0.0,23.221,23.932,21.898,28
2024-04-16 00:05:00,17.917,21.117,51.792,0.0,23.102,23.812,22.0,28
2024-04-16 00:10:00,18.113,21.208,50.663,0.0,22.994,23.706,22.0,28
2024-04-16 00:15:00,18.187,21.363,50.258,0.0,22.894,23.617,22.068,28
2024-04-16 00:20:00,18.148,21.23,50.877,0.0,22.791,23.532,22.095,28
2024-04-16 00:25:00,17.8,21.037,51.924,0.0,22.69,23.419,22.11,28
2024-04-16 00:30:00,17.339,20.615,57.537,0.009,22.571,23.288,22.241,28
2024-04-16 00:35:00,16.968,20.232,57.934,0.195,22.432,23.169,22.408,28
2024-04-16 00:40:00,16.561,19.748,62.535,0.0,22.305,23.042,22.58,28
2024-04-16 00:45:00,16.22,19.366,62.787,0.019,22.167,22.898,22.813,28
2024-04-16 00:50:00,15.85,18.987,64.984,0.009,22.04,22.747,23.0,28
2024-04-16 00:55:00,15.794,18.76,64.948,0.0,21.898,22.59,23.248,28
2024-04-16 01:00:00,15.738,18.664,66.028,0.0,21.763,22.399,23.442,28
2024-04-16 01:05:00,15.473,18.408,68.661,0.019,21.61,22.246,23.612,28
2024-04-16 01:10:00,15.336,18.216,68.574,0.0,21.429,22.085,23.814,28
2024-04-16 01:15:00,15.205,18.069,69.152,0.0,21.272,21.924,23.99,28
2024-04-16 01:20:00,15.031,17.875,68.608,0.056,21.124,21.752,24.169,28
2024-04-16 01:25:00,15.0,17.828,67.911,0.028,20.959,21.583,24.385,28
2024-04-16 01:30:00,14.921,17.678,70.587,0.0,20.814,21.386,24.527,28
2024-04-16 01:35:00,14.714,17.473,71.269,0.0,20.652,21.228,24.652,28
2024-04-16 01:40:00,14.566,17.338,71.113,0.102,20.475,21.064,24.825,28
2024-04-16 01:45:00,14.445,17.182,70.998,0.056,20.316,20.901,24.946,28
2024-04-16 01:50:00,14.302,17.038,71.716,0.13,20.159,20.736,25.057,28
2024-04-16 01:55:00,14.08,16.872,72.079,0.0,20.002,20.575,25.143,28
2024-04-16 02:00:00,13.938,16.728,72.216,0.0,19.843,20.385,25.284,28
2024-04-16 02:05:00,13.76,16.519,72.727,0.389,19.682,20.244,25.431,28
2024-04-16 02:10:00,13.608,16.452,73.223,0.0,19.503,20.083,25.542,28
2024-04-16 02:15:00,13.429,16.298,73.643,607.115,19.357,19.941,25.678,28
2024-04-16 02:20:00,13.257,16.154,73.9,1214.248,19.206,19.788,25.767,28
2024-04-16 02:25:00,13.092,16.002,74.36,0.0,19.057,19.633,25.84,28
2024-04-16 02:30:00,12.942,15.877,74.586,607.235,18.91,19.457,25.905,28
2024-04-16 02:35:00,12.852,15.848,73.563,1214.415,18.761,19.317,26.018,28
2024-04-16 02:40:00,12.844,15.776,74.097,0.0,18.596,19.176,26.118,28
2024-04-16 02:45:00,12.841,15.7,73.678,0.0,18.444,19.042,26.259,28
2024-04-16 02:50:00,12.841,15.729,73.457,607.245,18.311,18.909,26.368,28
2024-04-16 02:55:00,12.8,15.687,74.127,0.0,18.169,18.77,26.426,28
2024-04-16 03:00:00,12.753,15.6,74.968,607.18,18.036,18.633,26.512,28
2024-04-16 03:05:00,12.725,15.604,75.338,0.0,17.912,18.484,26.715,28
2024-04-16 03:10:00,12.709,15.546,76.545,0.0,17.772,18.366,26.8,28
2024-04-16 03:15:00,12.608,15.501,76.919,0.0,17.617,18.253,26.873,28
2024-04-16 03:20:00,12.463,15.391,76.569,0.0,17.497,18.14,26.919,28
2024-04-16 03:25:00,12.223,15.132,75.821,0.0,17.371,18.03,26.993,28
2024-04-16 03:30:00,11.936,14.88,77.534,607.282,17.249,17.912,27.058,28
2024-04-16 03:35:00,11.722,14.591,79.301,0.0,17.129,17.789,27.206,28
2024-04-16 03:40:00,11.644,14.398,80.317,0.0,17.002,17.643,27.326,28
2024-04-16 03:45:00,11.658,14.5,79.975,607.282,16.882,17.528,27.47,28
2024-04-16 03:50:00,11.732,14.627,78.741,0.0,16.77,17.412,27.604,28
