time,ambient_temperature,relative_humidity,weather_condition
2022-05-05 00:56:00,23,79,Fair
2022-05-05 01:56:00,22,81,Fair
2022-05-05 02:56:00,21,87,Fair
2022-05-05 03:56:00,21,87,Fair
2022-05-05 04:56:00,19,93,Fair
2022-05-05 05:56:00,19,90,Fair
2022-05-05 06:56:00,18,97,Mostly Cloudy
2022-05-05 07:56:00,21,76,Partly Cloudy
2022-05-05 08:56:00,23,68,Fair
2022-05-05 09:56:00,24,67,Fair
2022-05-05 10:56:00,26,62,Fair
2022-05-05 11:56:00,28,54,Fair
2022-05-05 12:56:00,29,44,Partly Cloudy
2022-05-05 13:56:00,30,38,Partly Cloudy
2022-05-05 14:56:00,31,32,Partly Cloudy
2022-05-05 15:56:00,31,31,Fair
2022-05-05 16:56:00,31,32,Partly Cloudy
2022-05-05 17:56:00,31,33,Mostly Cloudy
2022-05-05 18:56:00,30,38,Mostly Cloudy
2022-05-05 19:56:00,28,46,Mostly Cloudy
2022-05-05 20:56:00,27,50,Mostly Cloudy
2022-05-05 21:56:00,26,60,Fair
2022-05-05 22:56:00,24,69,Fair
2022-05-05 23:56:00,23,76,Fair
