time,ambient_temperature,relative_humidity,weather_condition
2024-01-12 00:56:00,1,96,Fair
2024-01-12 01:56:00,1,100,Fair
2024-01-12 02:56:00,1,96,Fair
2024-01-12 03:56:00,1,96,Partly Cloudy
2024-01-12 04:14:00,1,96,Mostly Cloudy
2024-01-12 04:49:00,-1,100,Mist
2024-01-12 04:56:00,-1,100,Mist
2024-01-12 05:56:00,-1,96,Fair
2024-01-12 06:56:00,-1,100,Mist
2024-01-12 07:07:00,-1,100,Mist
2024-01-12 07:37:00,-1,100,Mostly Cloudy
2024-01-12 07:56:00,-1,96,Mostly Cloudy
2024-01-12 08:52:00,1,93,Mostly Cloudy
2024-01-12 08:56:00,1,92,Mostly Cloudy
2024-01-12 09:56:00,5,93,Mostly Cloudy
2024-01-12 10:56:00,8,80,Mostly Cloudy
2024-01-12 11:56:00,10,71,Cloudy
2024-01-12 12:56:00,12,69,Mostly Cloudy
2024-01-12 13:56:00,14,67,Mostly Cloudy
2024-01-12 14:56:00,14,72,Cloudy
2024-01-12 15:32:00,14,78,Cloudy
2024-01-12 15:56:00,14,84,Cloudy
2024-01-12 16:56:00,16,83,Cloudy
2024-01-12 17:56:00,17,97,Light Rain / Windy
2024-01-12 18:03:00,17,97,Light Rain with Thunder
2024-01-12 18:18:00,18,96,T-Storm
2024-01-12 18:31:00,17,100,Heavy T-Storm
2024-01-12 18:56:00,18,100,Rain
2024-01-12 19:56:00,19,96,Cloudy
2024-01-12 20:56:00,19,93,Cloudy
2024-01-12 21:56:00,19,93,Mostly Cloudy
2024-01-12 22:48:00,18,93,Light Rain / Windy
2024-01-12 22:56:00,17,93,Light Rain
2024-01-12 23:56:00,16,83,Cloudy
