time,ambient_temperature,relative_humidity,weather_condition
2022-06-25 00:56:00,25,74,Fair
2022-06-25 01:56:00,24,76,Fair
2022-06-25 02:56:00,23,82,Fair
2022-06-25 03:56:00,22,87,Partly Cloudy
2022-06-25 04:17:00,23,87,Mostly Cloudy
2022-06-25 04:56:00,22,87,Fair
2022-06-25 05:56:00,22,91,Fair
2022-06-25 06:56:00,22,91,Fair
2022-06-25 07:51:00,23,88,Partly Cloudy
2022-06-25 07:56:00,23,91,Partly Cloudy
2022-06-25 08:30:00,24,87,Mostly Cloudy
2022-06-25 08:56:00,25,84,Partly Cloudy
2022-06-25 09:51:00,27,74,Mostly Cloudy
2022-06-25 09:56:00,26,74,Mostly Cloudy
2022-06-25 10:19:00,27,69,Partly Cloudy
2022-06-25 10:56:00,28,63,Partly Cloudy
2022-06-25 11:56:00,30,53,Fair
2022-06-25 12:56:00,31,46,Fair
2022-06-25 13:56:00,32,43,Mostly Cloudy
2022-06-25 14:56:00,32,43,Partly Cloudy
2022-06-25 15:56:00,32,42,Partly Cloudy
2022-06-25 16:56:00,32,42,Partly Cloudy
2022-06-25 17:56:00,32,40,Partly Cloudy
2022-06-25 18:56:00,32,42,Partly Cloudy
2022-06-25 19:56:00,31,43,Partly Cloudy
2022-06-25 20:56:00,30,48,Partly Cloudy
2022-06-25 21:56:00,29,49,Partly Cloudy
2022-06-25 22:56:00,27,58,Fair
2022-06-25 23:56:00,27,54,Partly Cloudy
