time,ambient_temperature,relative_humidity,weather_condition
2022-01-18 00:56:00,2,72,Fair
2022-01-18 01:56:00,1,73,Fair
2022-01-18 02:56:00,1,75,Fair
2022-01-18 03:56:00,0,79,Fair
2022-01-18 04:56:00,-1,82,Fair
2022-01-18 05:56:00,-1,82,Fair
2022-01-18 06:56:00,-3,85,Fair
2022-01-18 07:56:00,-2,85,Fair
2022-01-18 08:56:00,1,79,Fair
2022-01-18 09:56:00,5,49,Fair
2022-01-18 10:56:00,6,45,Fair
2022-01-18 11:56:00,8,42,Fair
2022-01-18 12:56:00,9,39,Fair
2022-01-18 13:56:00,10,33,Fair
2022-01-18 14:56:00,11,31,Fair
2022-01-18 15:56:00,11,31,Fair
2022-01-18 16:56:00,11,32,Fair
2022-01-18 17:56:00,8,41,Fair
2022-01-18 18:56:00,6,55,Fair
2022-01-18 19:56:00,3,73,Fair
2022-01-18 20:56:00,2,73,Fair
2022-01-18 21:56:00,1,82,Fair
2022-01-18 22:56:00,1,82,Fair
2022-01-18 23:56:00,0,85,Fair
