time,ambient_temperature,relative_humidity,weather_condition
2022-04-02 00:56:00,9,74,Fair
2022-04-02 01:56:00,7,82,Fair
2022-04-02 02:56:00,7,80,Fair
2022-04-02 03:56:00,11,54,Fair
2022-04-02 04:56:00,11,49,Fair
2022-04-02 05:56:00,10,52,Fair
2022-04-02 06:56:00,9,50,Fair
2022-04-02 07:56:00,9,50,Fair
2022-04-02 08:56:00,11,44,Fair
2022-04-02 09:56:00,12,41,Fair
2022-04-02 10:56:00,14,37,Fair
2022-04-02 11:56:00,16,36,Partly Cloudy
2022-04-02 12:56:00,17,37,Partly Cloudy
2022-04-02 13:56:00,18,36,Mostly Cloudy
2022-04-02 14:56:00,19,33,Mostly Cloudy
2022-04-02 15:56:00,21,32,Mostly Cloudy
2022-04-02 16:56:00,21,33,Mostly Cloudy
2022-04-02 17:56:00,21,33,Mostly Cloudy
2022-04-02 18:56:00,19,36,Mostly Cloudy
2022-04-02 19:56:00,18,39,Mostly Cloudy
2022-04-02 20:56:00,17,45,Fair
2022-04-02 21:56:00,15,55,Fair
2022-04-02 22:56:00,11,77,Fair
2022-04-02 23:56:00,11,77,Fair
