time,ambient_temperature,relative_humidity,weather_condition
2024-03-11 00:56:00,9,29,Fair
2024-03-11 01:56:00,8,30,Fair
2024-03-11 02:56:00,8,29,Fair
2024-03-11 03:56:00,8,30,Fair
2024-03-11 04:56:00,8,34,Fair
2024-03-11 05:56:00,7,38,Fair
2024-03-11 06:56:00,6,43,Fair
2024-03-11 07:56:00,6,45,Fair
2024-03-11 08:56:00,6,60,Fair
2024-03-11 09:56:00,9,39,Fair
2024-03-11 10:56:00,12,26,Partly Cloudy
2024-03-11 11:56:00,13,23,Partly Cloudy
2024-03-11 12:56:00,14,24,Partly Cloudy
2024-03-11 13:56:00,16,23,Fair
2024-03-11 14:56:00,17,23,Partly Cloudy
2024-03-11 15:56:00,19,21,Partly Cloudy
2024-03-11 16:56:00,19,21,Partly Cloudy
2024-03-11 17:56:00,18,21,Partly Cloudy
2024-03-11 18:56:00,17,26,Mostly Cloudy
2024-03-11 19:56:00,15,33,Mostly Cloudy
2024-03-11 20:56:00,11,57,Mostly Cloudy
2024-03-11 21:56:00,11,54,Fair
2024-03-11 22:56:00,8,71,Fair
2024-03-11 23:56:00,7,76,Mostly Cloudy
