time,ambient_temperature,relative_humidity,weather_condition
2023-01-15 00:56:00,2,50,Fair
2023-01-15 01:56:00,2,54,Fair
2023-01-15 02:56:00,1,59,Fair
2023-01-15 03:56:00,1,59,Fair
2023-01-15 04:56:00,-2,75,Fair
2023-01-15 05:56:00,-3,78,Fair
2023-01-15 06:56:00,-3,81,Fair
2023-01-15 07:56:00,-4,88,Partly Cloudy
2023-01-15 08:56:00,0,75,Fair
2023-01-15 09:56:00,6,40,Partly Cloudy
2023-01-15 10:56:00,8,31,Partly Cloudy
2023-01-15 11:56:00,9,31,Partly Cloudy
2023-01-15 12:56:00,10,27,Partly Cloudy
2023-01-15 13:56:00,12,23,Partly Cloudy
2023-01-15 14:56:00,13,21,Partly Cloudy
2023-01-15 15:56:00,14,19,Partly Cloudy
2023-01-15 16:56:00,13,21,Partly Cloudy
2023-01-15 17:56:00,11,27,Fair
2023-01-15 18:56:00,5,53,Fair
2023-01-15 19:56:00,3,62,Fair
2023-01-15 20:56:00,2,70,Fair
2023-01-15 21:56:00,2,70,Fair
2023-01-15 22:56:00,1,75,Fair
2023-01-15 23:56:00,-1,79,Fair
