time,ambient_temperature,relative_humidity,weather_condition
2022-11-20 00:56:00,9,48,Cloudy
2022-11-20 01:56:00,9,48,Cloudy
2022-11-20 02:56:00,8,50,Cloudy
2022-11-20 03:56:00,8,51,Cloudy
2022-11-20 04:56:00,7,58,Cloudy
2022-11-20 05:56:00,6,60,Cloudy
2022-11-20 06:56:00,4,65,Cloudy
2022-11-20 07:56:00,5,67,Cloudy
2022-11-20 08:56:00,7,60,Cloudy
2022-11-20 09:56:00,8,37,Cloudy
2022-11-20 10:56:00,9,33,Cloudy
2022-11-20 11:56:00,9,33,Cloudy
2022-11-20 12:56:00,10,32,Cloudy
2022-11-20 13:56:00,9,33,Cloudy
2022-11-20 14:56:00,9,35,Cloudy
2022-11-20 15:56:00,9,33,Mostly Cloudy
2022-11-20 16:56:00,9,37,Mostly Cloudy
2022-11-20 17:56:00,8,44,Mostly Cloudy
2022-11-20 18:56:00,7,48,Mostly Cloudy
2022-11-20 19:56:00,3,73,Partly Cloudy
2022-11-20 20:56:00,2,76,Mostly Cloudy
2022-11-20 21:56:00,2,79,Mostly Cloudy
2022-11-20 22:56:00,1,85,Partly Cloudy
2022-11-20 23:56:00,1,89,Partly Cloudy
