time,ambient_temperature,relative_humidity,weather_condition
2023-04-14 00:12:00,18,93,Light Rain
2023-04-14 00:56:00,17,100,Light Rain
2023-04-14 01:56:00,18,100,Light Rain
2023-04-14 02:03:00,18,100,Light Rain with Thunder
2023-04-14 02:39:00,18,100,Light Rain
2023-04-14 02:56:00,18,100,Rain
2023-04-14 03:25:00,18,96,Cloudy
2023-04-14 03:56:00,18,96,Cloudy
2023-04-14 04:56:00,17,100,Cloudy
2023-04-14 05:28:00,17,100,Cloudy
2023-04-14 05:56:00,17,97,Cloudy
2023-04-14 06:56:00,17,100,Cloudy
2023-04-14 07:34:00,17,100,Mostly Cloudy
2023-04-14 07:56:00,18,96,Mostly Cloudy
2023-04-14 08:02:00,18,96,Cloudy
2023-04-14 08:56:00,18,100,Cloudy
2023-04-14 09:56:00,22,84,Mostly Cloudy
2023-04-14 10:22:00,22,81,Mostly Cloudy
2023-04-14 10:38:00,22,76,Mostly Cloudy
2023-04-14 10:56:00,22,73,Mostly Cloudy
2023-04-14 11:41:00,24,66,Mostly Cloudy
2023-04-14 11:56:00,23,68,Partly Cloudy
2023-04-14 12:43:00,24,62,Mostly Cloudy
2023-04-14 12:56:00,24,60,Mostly Cloudy
2023-04-14 13:56:00,26,48,Mostly Cloudy
2023-04-14 14:56:00,27,47,Partly Cloudy
2023-04-14 15:56:00,27,45,Mostly Cloudy
2023-04-14 16:56:00,23,66,Light Rain
2023-04-14 17:56:00,22,78,Mostly Cloudy
2023-04-14 18:56:00,22,71,Mostly Cloudy
2023-04-14 19:56:00,21,84,Mostly Cloudy
2023-04-14 20:56:00,20,84,Fair
2023-04-14 21:56:00,19,90,Fair
2023-04-14 22:56:00,18,90,Partly Cloudy
2023-04-14 23:56:00,18,93,Mostly Cloudy
