time,ambient_temperature,relative_humidity,weather_condition
2024-04-03 00:56:00,22,71,Cloudy
2024-04-03 01:56:00,22,75,Cloudy
2024-04-03 02:56:00,22,78,Cloudy
2024-04-03 03:56:00,21,90,Light Rain
2024-04-03 04:25:00,20,96,Heavy T-Storm
2024-04-03 04:42:00,20,96,Heavy T-Storm
2024-04-03 04:56:00,20,96,Mist
2024-04-03 05:25:00,21,93,Heavy Rain / Windy
2024-04-03 05:32:00,21,96,Heavy Rain / Windy
2024-04-03 05:37:00,21,96,Heavy Rain / Windy
2024-04-03 05:39:00,21,96,Heavy T-Storm / Windy
2024-04-03 05:43:00,21,96,Heavy Rain / Windy
2024-04-03 05:56:00,20,100,Heavy Rain
2024-04-03 06:11:00,21,96,Rain
2024-04-03 06:32:00,20,100,Light Rain
2024-04-03 06:56:00,21,93,Cloudy
2024-04-03 07:04:00,21,93,Cloudy
2024-04-03 07:25:00,21,93,Cloudy
2024-04-03 07:56:00,21,93,Cloudy
2024-04-03 08:48:00,21,93,Mostly Cloudy
2024-04-03 08:56:00,21,93,Cloudy
2024-04-03 09:53:00,22,88,Mostly Cloudy
2024-04-03 09:56:00,22,90,Mostly Cloudy
2024-04-03 10:32:00,22,87,Mostly Cloudy
2024-04-03 10:56:00,22,87,Cloudy
2024-04-03 11:31:00,23,79,Cloudy
2024-04-03 11:33:00,23,79,Cloudy
2024-04-03 11:56:00,23,79,Cloudy / Windy
2024-04-03 12:12:00,23,79,Light Rain
2024-04-03 12:56:00,21,87,Mostly Cloudy
2024-04-03 13:56:00,23,59,Mostly Cloudy
2024-04-03 14:56:00,23,45,Mostly Cloudy / Windy
2024-04-03 15:56:00,23,43,Partly Cloudy / Windy
2024-04-03 16:56:00,23,38,Partly Cloudy
2024-04-03 17:56:00,22,32,Partly Cloudy
2024-04-03 18:56:00,20,36,Partly Cloudy / Windy
2024-04-03 19:56:00,18,35,Fair / Windy
2024-04-03 20:56:00,16,38,Fair
2024-04-03 21:56:00,15,39,Partly Cloudy
2024-04-03 22:56:00,14,42,Fair
2024-04-03 23:56:00,12,49,Fair
