time,ambient_temperature,relative_humidity,weather_condition
2023-10-18 00:56:00,14,78,Cloudy
2023-10-18 01:56:00,13,84,Mostly Cloudy
2023-10-18 02:56:00,13,84,Partly Cloudy
2023-10-18 03:56:00,11,93,Partly Cloudy
2023-10-18 04:56:00,10,96,Fair
2023-10-18 05:56:00,9,97,Fair
2023-10-18 06:56:00,8,97,Fair
2023-10-18 07:56:00,8,97,Patches of Fog
2023-10-18 08:56:00,11,93,Patches of Fog
2023-10-18 09:56:00,15,78,Fair
2023-10-18 10:56:00,18,61,Fair
2023-10-18 11:56:00,21,45,Partly Cloudy
2023-10-18 12:56:00,21,44,Partly Cloudy
2023-10-18 13:56:00,21,40,Partly Cloudy
2023-10-18 14:56:00,22,41,Partly Cloudy
2023-10-18 15:56:00,21,42,Partly Cloudy
2023-10-18 16:56:00,22,41,Partly Cloudy
2023-10-18 17:56:00,21,46,Partly Cloudy
2023-10-18 18:56:00,18,58,Fair
2023-10-18 19:56:00,17,65,Fair
2023-10-18 20:56:00,16,72,Fair
2023-10-18 21:56:00,14,81,Fair
2023-10-18 22:56:00,12,89,Fair
2023-10-18 23:56:00,11,93,Fair
