time,ambient_temperature,relative_humidity,weather_condition
2024-04-11 00:56:00,18,97,Cloudy
2024-04-11 01:56:00,18,100,Rain
2024-04-11 02:56:00,18,100,Cloudy
2024-04-11 03:44:00,18,100,Rain / Windy
2024-04-11 03:56:00,19,96,Light Rain / Windy
2024-04-11 04:33:00,19,100,Rain
2024-04-11 04:56:00,19,100,Rain
2024-04-11 05:08:00,19,100,Light Rain
2024-04-11 05:37:00,19,100,Rain
2024-04-11 05:43:00,19,100,T-Storm
2024-04-11 05:47:00,19,100,Rain
2024-04-11 05:52:00,19,100,T-Storm
2024-04-11 05:56:00,19,100,Rain
2024-04-11 06:42:00,19,97,Rain
2024-04-11 06:56:00,19,100,Light Rain / Windy
2024-04-11 07:02:00,19,100,Light Rain / Windy
2024-04-11 07:07:00,19,100,Light Rain
2024-04-11 07:56:00,19,97,Cloudy
2024-04-11 08:23:00,20,93,Cloudy
2024-04-11 08:56:00,20,90,Cloudy
2024-04-11 09:53:00,20,94,Heavy Rain
2024-04-11 09:56:00,20,93,Heavy Rain
2024-04-11 10:23:00,21,93,Light Rain
2024-04-11 10:56:00,21,90,Cloudy
2024-04-11 11:56:00,22,84,Cloudy
2024-04-11 12:56:00,23,79,Cloudy
2024-04-11 13:56:00,24,79,Mostly Cloudy
2024-04-11 14:56:00,24,76,Cloudy
2024-04-11 15:14:00,26,72,Mostly Cloudy
2024-04-11 15:56:00,27,62,Partly Cloudy / Windy
2024-04-11 16:56:00,27,58,Partly Cloudy
2024-04-11 17:56:00,27,56,Mostly Cloudy
2024-04-11 18:56:00,26,45,Partly Cloudy
2024-04-11 19:56:00,24,46,Partly Cloudy
2024-04-11 20:56:00,23,55,Fair
2024-04-11 21:56:00,22,53,Partly Cloudy
2024-04-11 22:56:00,20,63,Mostly Cloudy
2024-04-11 23:56:00,19,63,Cloudy
