time,ambient_temperature,relative_humidity,weather_condition
2023-09-09 00:56:00,23,85,Fair
2023-09-09 01:56:00,23,85,Fair
2023-09-09 02:56:00,23,84,Fair
2023-09-09 03:56:00,22,91,Fair
2023-09-09 04:56:00,22,93,Mostly Cloudy
2023-09-09 05:56:00,22,93,Mostly Cloudy
2023-09-09 06:56:00,22,93,Mostly Cloudy
2023-09-09 07:56:00,22,91,Mostly Cloudy
2023-09-09 08:56:00,23,90,Cloudy
2023-09-09 09:56:00,24,84,Cloudy
2023-09-09 10:56:00,26,74,Mostly Cloudy
2023-09-09 11:56:00,28,69,Mostly Cloudy
2023-09-09 12:56:00,27,67,Mostly Cloudy
2023-09-09 13:56:00,28,67,Mostly Cloudy
2023-09-09 14:35:00,27,72,T-Storm
2023-09-09 14:43:00,25,82,Heavy T-Storm
2023-09-09 14:48:00,24,87,T-Storm
2023-09-09 14:56:00,22,90,Heavy T-Storm
2023-09-09 15:25:00,21,100,Heavy T-Storm
2023-09-09 15:46:00,21,100,Light Rain with Thunder
2023-09-09 15:56:00,22,100,Mostly Cloudy
2023-09-09 16:56:00,22,97,Cloudy
2023-09-09 17:56:00,24,94,Cloudy
2023-09-09 18:56:00,24,90,Partly Cloudy
2023-09-09 19:56:00,23,93,Partly Cloudy
2023-09-09 20:56:00,23,93,Partly Cloudy
2023-09-09 21:56:00,23,96,Mostly Cloudy
2023-09-09 22:56:00,23,96,Mostly Cloudy
2023-09-09 23:56:00,22,97,Mostly Cloudy
