time,ambient_temperature,relative_humidity,weather_condition
2023-03-05 00:56:00,10,77,Fair
2023-03-05 01:56:00,10,74,Fair
2023-03-05 02:56:00,8,80,Fair
2023-03-05 03:56:00,12,52,Fair
2023-03-05 04:56:00,11,53,Fair
2023-03-05 05:56:00,11,54,Fair
2023-03-05 06:56:00,10,57,Fair
2023-03-05 07:56:00,11,53,Fair
2023-03-05 08:56:00,13,45,Fair
2023-03-05 09:56:00,16,41,Fair
2023-03-05 10:56:00,17,38,Fair
2023-03-05 11:56:00,18,34,Fair
2023-03-05 12:56:00,20,31,Fair
2023-03-05 13:56:00,21,30,Fair
2023-03-05 14:56:00,21,30,Fair
2023-03-05 15:56:00,22,29,Fair
2023-03-05 16:56:00,21,30,Fair
2023-03-05 17:56:00,21,31,Fair
2023-03-05 18:56:00,18,40,Fair
2023-03-05 19:56:00,17,46,Fair
2023-03-05 20:56:00,13,62,Fair
2023-03-05 21:56:00,11,71,Fair
2023-03-05 22:56:00,10,74,Fair
2023-03-05 23:56:00,9,80,Fair
