time,ambient_temperature,relative_humidity,weather_condition
2024-03-02 00:06:00,8,100,Mist
2024-03-02 00:56:00,8,100,Light Rain
2024-03-02 01:56:00,8,100,Mist
2024-03-02 02:33:00,8,100,Mist
2024-03-02 02:56:00,8,100,Mist
2024-03-02 03:56:00,8,100,Mist
2024-03-02 04:56:00,8,100,Mist
2024-03-02 05:56:00,8,100,Mist
2024-03-02 06:28:00,8,100,Mist
2024-03-02 06:56:00,8,100,Mist
2024-03-02 07:56:00,8,100,Mist
2024-03-02 08:56:00,9,100,Mist
2024-03-02 09:38:00,9,100,Cloudy
2024-03-02 09:56:00,9,100,Light Rain
2024-03-02 10:54:00,11,94,Cloudy
2024-03-02 10:56:00,11,97,Cloudy
2024-03-02 11:56:00,13,87,Cloudy
2024-03-02 12:09:00,13,90,Cloudy
2024-03-02 12:56:00,15,83,Cloudy
2024-03-02 13:13:00,16,80,Cloudy
2024-03-02 13:31:00,16,81,Cloudy
2024-03-02 13:56:00,17,78,Mostly Cloudy
2024-03-02 14:32:00,19,73,Mostly Cloudy
2024-03-02 14:56:00,19,73,Mostly Cloudy
2024-03-02 15:56:00,21,65,Partly Cloudy
2024-03-02 16:56:00,21,65,Partly Cloudy
2024-03-02 17:56:00,19,73,Mostly Cloudy
2024-03-02 18:56:00,17,80,Partly Cloudy
2024-03-02 19:56:00,13,97,Fair
2024-03-02 20:39:00,14,96,Mostly Cloudy
2024-03-02 20:56:00,13,100,Mostly Cloudy
2024-03-02 21:45:00,12,96,Partly Cloudy
2024-03-02 21:56:00,12,96,Fair
2024-03-02 22:56:00,11,100,Fair
2024-03-02 23:33:00,12,100,Partly Cloudy
2024-03-02 23:40:00,11,100,Mist
2024-03-02 23:50:00,10,100,Mist
2024-03-02 23:56:00,11,100,Mist
