time,ambient_temperature,relative_humidity,weather_condition
2023-06-07 00:56:00,23,71,Partly Cloudy
2023-06-07 01:56:00,22,76,Partly Cloudy
2023-06-07 02:56:00,21,84,Partly Cloudy
2023-06-07 03:56:00,19,87,Mostly Cloudy
2023-06-07 04:56:00,19,90,Fair
2023-06-07 05:56:00,19,87,Partly Cloudy
2023-06-07 06:56:00,18,90,Partly Cloudy
2023-06-07 07:56:00,19,87,Fair
2023-06-07 08:56:00,22,78,Fair
2023-06-07 09:56:00,26,66,Fair
2023-06-07 10:56:00,29,49,Fair
2023-06-07 11:56:00,31,43,Fair
2023-06-07 12:56:00,31,37,Fair
2023-06-07 13:56:00,31,40,Fair
2023-06-07 14:56:00,32,36,Fair
2023-06-07 15:56:00,32,33,Partly Cloudy
2023-06-07 16:56:00,32,33,Partly Cloudy
2023-06-07 17:56:00,32,35,Partly Cloudy
2023-06-07 18:56:00,31,35,Partly Cloudy
2023-06-07 19:56:00,27,49,Smoke
2023-06-07 20:56:00,26,50,Partly Cloudy
2023-06-07 21:56:00,23,53,Partly Cloudy
2023-06-07 22:56:00,23,57,Cloudy
2023-06-07 23:56:00,22,61,Cloudy
