time,ambient_temperature,relative_humidity,weather_condition
2023-07-10 00:56:00,24,87,Mostly Cloudy
2023-07-10 01:56:00,24,85,Cloudy
2023-07-10 02:56:00,24,85,Cloudy
2023-07-10 03:56:00,24,87,Cloudy
2023-07-10 04:56:00,24,85,Cloudy
2023-07-10 05:56:00,25,82,Cloudy
2023-07-10 06:56:00,24,85,Cloudy
2023-07-10 07:08:00,24,90,Heavy Rain
2023-07-10 07:17:00,23,97,Heavy T-Storm
2023-07-10 07:29:00,23,100,Heavy Rain
2023-07-10 07:56:00,23,100,Light Rain
2023-07-10 08:06:00,23,100,Light Rain
2023-07-10 08:20:00,23,100,Rain
2023-07-10 08:54:00,23,100,Mostly Cloudy
2023-07-10 08:56:00,23,100,Mostly Cloudy
2023-07-10 09:06:00,23,100,Cloudy
2023-07-10 09:40:00,23,100,Mostly Cloudy
2023-07-10 09:56:00,23,100,Light Rain
2023-07-10 10:29:00,23,100,Light Rain
2023-07-10 10:38:00,23,100,Heavy Rain
2023-07-10 10:56:00,22,100,Rain
2023-07-10 11:15:00,23,100,Light Rain
2023-07-10 11:32:00,23,100,Rain
2023-07-10 11:56:00,22,100,Heavy Rain
2023-07-10 12:04:00,22,100,Heavy Rain
2023-07-10 12:35:00,22,100,Rain
2023-07-10 12:56:00,22,97,Light Rain
2023-07-10 13:04:00,22,100,Light Rain
2023-07-10 13:56:00,23,96,Light Rain
2023-07-10 14:56:00,23,93,Light Rain
2023-07-10 15:56:00,23,96,Cloudy
2023-07-10 16:56:00,23,93,Mostly Cloudy
2023-07-10 17:56:00,25,82,Partly Cloudy
2023-07-10 18:56:00,26,77,Partly Cloudy
2023-07-10 19:56:00,25,82,Partly Cloudy
2023-07-10 20:56:00,24,87,Fair
2023-07-10 21:56:00,23,93,Fair
2023-07-10 22:56:00,22,97,Fair
2023-07-10 23:56:00,22,96,Fair
