time,ambient_temperature,relative_humidity,weather_condition
2022-04-16 00:56:00,16,55,Partly Cloudy
2022-04-16 01:56:00,14,62,Cloudy
2022-04-16 02:56:00,14,65,Cloudy
2022-04-16 03:56:00,12,77,Mostly Cloudy
2022-04-16 04:56:00,11,83,Cloudy
2022-04-16 05:11:00,12,80,Mostly Cloudy
2022-04-16 05:56:00,13,80,Mostly Cloudy
2022-04-16 06:56:00,15,72,Cloudy
2022-04-16 07:43:00,14,75,Cloudy
2022-04-16 07:56:00,14,72,Cloudy
2022-04-16 08:42:00,15,72,Cloudy
2022-04-16 08:56:00,15,75,Cloudy
2022-04-16 09:22:00,14,84,Light Rain
2022-04-16 09:56:00,14,89,Cloudy
2022-04-16 10:13:00,13,93,Heavy Rain
2022-04-16 10:25:00,14,93,Light Rain
2022-04-16 10:56:00,14,96,Light Rain
2022-04-16 11:14:00,14,97,Light Rain
2022-04-16 11:56:00,16,93,Mostly Cloudy
2022-04-16 12:11:00,16,93,Mostly Cloudy
2022-04-16 12:43:00,18,84,Mostly Cloudy
2022-04-16 12:56:00,19,81,Mostly Cloudy
2022-04-16 13:56:00,21,76,Mostly Cloudy
2022-04-16 14:56:00,22,73,Mostly Cloudy
2022-04-16 15:31:00,23,68,Mostly Cloudy
2022-04-16 15:56:00,23,66,Mostly Cloudy
2022-04-16 16:56:00,24,64,Mostly Cloudy
2022-04-16 17:56:00,23,64,Mostly Cloudy
2022-04-16 18:56:00,22,66,Mostly Cloudy
2022-04-16 19:56:00,20,76,Mostly Cloudy
2022-04-16 20:56:00,19,81,Partly Cloudy
2022-04-16 21:56:00,18,84,Fair
2022-04-16 22:56:00,17,90,Partly Cloudy
2022-04-16 23:56:00,17,90,Partly Cloudy
