time,ambient_temperature,relative_humidity,weather_condition
2024-02-20 00:56:00,0,88,Fair
2024-02-20 01:56:00,-1,92,Fair
2024-02-20 02:56:00,-1,92,Fair
2024-02-20 03:56:00,-2,92,Fair
2024-02-20 04:56:00,-3,96,Fair
2024-02-20 05:56:00,-3,92,Fair
2024-02-20 06:56:00,-2,92,Partly Cloudy
2024-02-20 07:56:00,-1,89,Patches of Fog
2024-02-20 08:56:00,3,86,Fair
2024-02-20 09:56:00,8,66,Fair
2024-02-20 10:56:00,11,50,Fair
2024-02-20 11:56:00,13,42,Fair
2024-02-20 12:56:00,15,31,Fair
2024-02-20 13:56:00,16,27,Partly Cloudy
2024-02-20 14:56:00,16,28,Smoke
2024-02-20 15:56:00,16,25,Smoke
2024-02-20 16:56:00,15,28,Mostly Cloudy
2024-02-20 17:56:00,13,36,Partly Cloudy
2024-02-20 18:56:00,11,50,Fair
2024-02-20 19:56:00,8,63,Fair
2024-02-20 20:56:00,6,73,Fair
2024-02-20 21:56:00,4,79,Fair
2024-02-20 22:56:00,2,86,Fair
2024-02-20 23:56:00,2,89,Fair
