time,ambient_temperature,relative_humidity,weather_condition
2023-07-30 00:56:00,24,94,Partly Cloudy
2023-07-30 01:56:00,24,87,Mostly Cloudy
2023-07-30 02:56:00,24,87,Mostly Cloudy
2023-07-30 03:56:00,23,91,Mostly Cloudy
2023-07-30 04:56:00,23,93,Mostly Cloudy
2023-07-30 05:56:00,23,91,Mostly Cloudy
2023-07-30 06:56:00,23,93,Mostly Cloudy
2023-07-30 07:56:00,25,82,Mostly Cloudy
2023-07-30 08:56:00,25,84,Mostly Cloudy
2023-07-30 09:56:00,28,69,Mostly Cloudy
2023-07-30 10:56:00,30,63,Mostly Cloudy
2023-07-30 11:56:00,31,53,Mostly Cloudy
2023-07-30 12:56:00,33,48,Partly Cloudy
2023-07-30 13:56:00,33,52,Partly Cloudy
2023-07-30 14:56:00,34,46,Partly Cloudy
2023-07-30 15:56:00,34,47,Partly Cloudy
2023-07-30 16:56:00,34,44,Mostly Cloudy
2023-07-30 17:56:00,35,41,Mostly Cloudy
2023-07-30 18:56:00,32,55,Mostly Cloudy
2023-07-30 19:56:00,27,76,Mostly Cloudy
2023-07-30 20:56:00,26,77,Mostly Cloudy
2023-07-30 21:56:00,25,84,Mostly Cloudy
2023-07-30 22:56:00,25,84,Partly Cloudy
2023-07-30 23:56:00,24,90,Partly Cloudy
