time,ambient_temperature,relative_humidity,weather_condition
2022-05-22 00:56:00,22,91,Mostly Cloudy
2022-05-22 01:56:00,23,87,Mostly Cloudy
2022-05-22 02:56:00,22,93,Mostly Cloudy
2022-05-22 03:27:00,22,93,Mostly Cloudy
2022-05-22 03:56:00,21,97,Mostly Cloudy
2022-05-22 04:56:00,21,97,Mostly Cloudy
2022-05-22 05:56:00,21,93,Cloudy
2022-05-22 06:56:00,22,90,Mostly Cloudy
2022-05-22 07:56:00,22,93,Cloudy
2022-05-22 08:56:00,22,93,Cloudy
2022-05-22 09:56:00,23,85,Cloudy
2022-05-22 10:56:00,24,76,Mostly Cloudy
2022-05-22 11:56:00,27,64,Mostly Cloudy
2022-05-22 12:56:00,28,56,Mostly Cloudy
2022-05-22 13:56:00,29,53,Mostly Cloudy
2022-05-22 14:56:00,31,51,Mostly Cloudy
2022-05-22 15:56:00,31,51,Partly Cloudy
2022-05-22 16:56:00,31,48,Partly Cloudy
2022-05-22 17:56:00,31,46,Partly Cloudy
2022-05-22 18:56:00,31,49,Partly Cloudy
2022-05-22 19:56:00,29,57,Mostly Cloudy
2022-05-22 20:56:00,28,63,Mostly Cloudy
2022-05-22 21:56:00,27,67,Partly Cloudy
2022-05-22 22:56:00,24,67,Fair
2022-05-22 23:56:00,23,73,Partly Cloudy
