time,ambient_temperature,relative_humidity,weather_condition
2022-06-22 00:56:00,22,75,Fair
2022-06-22 01:56:00,21,78,Fair
2022-06-22 02:56:00,22,73,Fair
2022-06-22 03:56:00,19,87,Fair
2022-06-22 04:56:00,20,81,Fair
2022-06-22 05:56:00,19,87,Fair
2022-06-22 06:56:00,18,90,Fair
2022-06-22 07:56:00,22,78,Fair
2022-06-22 08:56:00,26,66,Fair
2022-06-22 09:56:00,29,56,Fair
2022-06-22 10:56:00,32,42,Fair
2022-06-22 11:56:00,33,38,Fair
2022-06-22 12:56:00,34,37,Fair
2022-06-22 13:56:00,36,29,Fair
2022-06-22 14:56:00,37,24,Fair
2022-06-22 15:56:00,38,19,Fair
2022-06-22 16:56:00,38,21,Partly Cloudy
2022-06-22 17:56:00,38,21,Partly Cloudy
2022-06-22 18:56:00,38,21,Fair
2022-06-22 19:56:00,36,24,Fair
2022-06-22 20:56:00,32,40,Fair
2022-06-22 21:56:00,28,54,Fair
2022-06-22 22:56:00,26,64,Fair
2022-06-22 23:56:00,27,54,Partly Cloudy
