time,ambient_temperature,relative_humidity,weather_condition
2023-07-28 00:56:00,27,81,Partly Cloudy
2023-07-28 01:56:00,26,88,Fair
2023-07-28 02:56:00,25,90,Fair
2023-07-28 03:56:00,24,94,Fair
2023-07-28 04:56:00,24,94,Fair
2023-07-28 05:56:00,24,94,Fair
2023-07-28 06:56:00,24,94,Cloudy
2023-07-28 07:12:00,24,94,Cloudy
2023-07-28 07:29:00,24,94,Fog
2023-07-28 07:56:00,25,94,Mostly Cloudy
2023-07-28 08:56:00,26,88,Mostly Cloudy
2023-07-28 09:56:00,27,87,Mostly Cloudy
2023-07-28 10:56:00,28,82,Mostly Cloudy
2023-07-28 11:56:00,30,70,Mostly Cloudy
2023-07-28 12:56:00,31,65,Mostly Cloudy
2023-07-28 13:56:00,32,59,Mostly Cloudy
2023-07-28 14:56:00,28,76,Mostly Cloudy
2023-07-28 15:56:00,31,65,Mostly Cloudy
2023-07-28 16:56:00,31,67,Mostly Cloudy
2023-07-28 17:56:00,29,80,Light Rain
2023-07-28 18:56:00,29,72,Mostly Cloudy
2023-07-28 19:56:00,28,79,Mostly Cloudy
2023-07-28 20:56:00,27,90,Light Rain
2023-07-28 21:56:00,26,97,Mostly Cloudy
2023-07-28 22:56:00,26,94,Partly Cloudy
2023-07-28 23:56:00,26,96,Light Rain
