time,ambient_temperature,relative_humidity,weather_condition
2023-01-27 00:56:00,3,62,Fair
2023-01-27 01:56:00,2,70,Fair
2023-01-27 02:56:00,2,70,Fair
2023-01-27 03:56:00,0,79,Fair
2023-01-27 04:56:00,-1,82,Fair
2023-01-27 05:56:00,-1,85,Fair
2023-01-27 06:56:00,-1,82,Fair
2023-01-27 07:56:00,1,78,Fair
2023-01-27 08:56:00,4,65,Fair
2023-01-27 09:56:00,6,58,Fair
2023-01-27 10:56:00,7,52,Fair
2023-01-27 11:56:00,9,42,Partly Cloudy
2023-01-27 12:56:00,9,36,Mostly Cloudy
2023-01-27 13:56:00,9,35,Mostly Cloudy
2023-01-27 14:56:00,9,33,Mostly Cloudy
2023-01-27 15:56:00,9,35,Partly Cloudy
2023-01-27 16:56:00,9,37,Mostly Cloudy
2023-01-27 17:56:00,7,44,Partly Cloudy
2023-01-27 18:56:00,6,51,Partly Cloudy
2023-01-27 19:56:00,5,57,Partly Cloudy
2023-01-27 20:56:00,3,68,Fair
2023-01-27 21:56:00,3,67,Fair
2023-01-27 22:56:00,2,72,Fair
2023-01-27 23:56:00,2,70,Fair
