time,ambient_temperature,relative_humidity,weather_condition
2023-04-29 00:56:00,19,87,Fair
2023-04-29 01:56:00,18,90,Fair
2023-04-29 02:56:00,18,93,Fair
2023-04-29 03:56:00,17,96,Fair
2023-04-29 04:56:00,16,93,Fair
2023-04-29 05:56:00,16,96,Fair
2023-04-29 06:56:00,15,96,Patches of Fog
2023-04-29 07:56:00,17,90,Partly Cloudy
2023-04-29 08:56:00,19,81,Fair
2023-04-29 09:56:00,22,68,Partly Cloudy
2023-04-29 10:56:00,24,55,Partly Cloudy
2023-04-29 11:56:00,26,43,Partly Cloudy
2023-04-29 12:56:00,26,44,Partly Cloudy
2023-04-29 13:56:00,27,39,Partly Cloudy
2023-04-29 14:56:00,28,41,Partly Cloudy
2023-04-29 15:56:00,28,37,Mostly Cloudy
2023-04-29 16:56:00,27,39,Mostly Cloudy
2023-04-29 17:56:00,27,45,Mostly Cloudy
2023-04-29 18:56:00,26,52,Cloudy
2023-04-29 19:56:00,25,52,Cloudy
2023-04-29 20:56:00,24,62,Cloudy
2023-04-29 21:56:00,19,90,Rain
2023-04-29 22:50:00,17,94,Heavy Rain
2023-04-29 22:56:00,18,90,Rain
2023-04-29 23:03:00,18,90,Rain
2023-04-29 23:33:00,17,93,Light Rain
2023-04-29 23:43:00,17,97,Heavy Rain
2023-04-29 23:46:00,17,97,Heavy Rain
2023-04-29 23:56:00,17,97,Heavy Rain
