time,ambient_temperature,relative_humidity,weather_condition
2023-12-16 00:56:00,1,92,Fair
2023-12-16 01:56:00,1,89,Fair
2023-12-16 02:56:00,-1,96,Fair
2023-12-16 03:56:00,-1,96,Fair
2023-12-16 04:56:00,1,89,Mostly Cloudy
2023-12-16 05:56:00,2,89,Mostly Cloudy
2023-12-16 06:56:00,4,82,Mostly Cloudy
2023-12-16 07:56:00,6,62,Mostly Cloudy
2023-12-16 08:56:00,8,63,Mostly Cloudy
2023-12-16 09:56:00,9,54,Mostly Cloudy
2023-12-16 10:56:00,13,39,Mostly Cloudy
2023-12-16 11:56:00,15,36,Cloudy
2023-12-16 12:56:00,16,36,Cloudy
2023-12-16 13:56:00,17,41,Cloudy
2023-12-16 14:56:00,18,40,Cloudy
2023-12-16 15:56:00,17,41,Cloudy
2023-12-16 16:56:00,17,43,Mostly Cloudy
2023-12-16 17:56:00,16,42,Cloudy
2023-12-16 18:56:00,14,44,Cloudy
2023-12-16 19:56:00,14,45,Mostly Cloudy
2023-12-16 20:56:00,14,49,Partly Cloudy
2023-12-16 21:56:00,13,51,Mostly Cloudy
2023-12-16 22:56:00,13,51,Cloudy
2023-12-16 23:56:00,13,57,Light Rain
