time,ambient_temperature,relative_humidity,weather_condition
2023-03-07 00:56:00,18,90,Fair
2023-03-07 01:56:00,17,93,Fair
2023-03-07 02:56:00,17,93,Fair
2023-03-07 03:56:00,17,90,Fair
2023-03-07 04:56:00,17,84,Fair
2023-03-07 05:56:00,16,83,Fair
2023-03-07 06:56:00,15,83,Fair
2023-03-07 07:56:00,17,80,Fair
2023-03-07 08:56:00,22,61,Haze
2023-03-07 09:56:00,21,59,Haze
2023-03-07 10:56:00,24,48,Haze
2023-03-07 11:56:00,25,40,Fair
2023-03-07 12:13:00,25,36,Mostly Cloudy
2023-03-07 12:24:00,26,35,Haze
2023-03-07 12:56:00,26,27,Haze
2023-03-07 13:56:00,27,24,Fair
2023-03-07 14:56:00,27,21,Fair
2023-03-07 15:56:00,28,17,Fair
2023-03-07 16:56:00,28,14,Fair
2023-03-07 17:56:00,26,15,Fair
2023-03-07 18:56:00,24,18,Fair
2023-03-07 19:56:00,22,24,Fair
2023-03-07 20:56:00,21,25,Fair
2023-03-07 21:56:00,19,24,Fair
2023-03-07 22:56:00,18,22,Fair
2023-03-07 23:56:00,16,29,Fair
