time,ambient_temperature,relative_humidity,weather_condition
2024-02-27 00:56:00,13,51,Mostly Cloudy
2024-02-27 01:56:00,12,59,Mostly Cloudy
2024-02-27 02:56:00,12,66,Mostly Cloudy
2024-02-27 03:56:00,11,71,Mostly Cloudy
2024-02-27 04:56:00,11,71,Cloudy
2024-02-27 05:56:00,12,71,Cloudy
2024-02-27 06:56:00,11,77,Cloudy
2024-02-27 07:56:00,12,77,Light Rain
2024-02-27 08:56:00,13,77,Cloudy
2024-02-27 09:56:00,14,74,Cloudy
2024-02-27 10:56:00,14,75,Cloudy
2024-02-27 11:56:00,17,67,Cloudy
2024-02-27 12:56:00,18,63,Cloudy
2024-02-27 13:56:00,19,61,Cloudy
2024-02-27 14:56:00,21,57,Cloudy
2024-02-27 15:56:00,20,63,Light Rain
2024-02-27 16:56:00,20,63,Mostly Cloudy
2024-02-27 17:56:00,19,68,Cloudy
2024-02-27 18:56:00,17,90,Mostly Cloudy
2024-02-27 19:56:00,18,78,Mostly Cloudy
2024-02-27 20:56:00,19,70,Mostly Cloudy
2024-02-27 21:56:00,18,72,Mostly Cloudy
2024-02-27 22:56:00,18,67,Mostly Cloudy
2024-02-27 23:56:00,18,63,Cloudy
