time,ambient_temperature,relative_humidity,weather_condition
2022-01-31 00:56:00,2,64,Fair
2022-01-31 01:56:00,-2,78,Fair
2022-01-31 02:56:00,-2,82,Fair
2022-01-31 03:56:00,-1,79,Fair
2022-01-31 04:56:00,-1,79,Fair
2022-01-31 05:56:00,0,79,Fair
2022-01-31 06:56:00,0,79,Fair
2022-01-31 07:56:00,-1,82,Patches of Fog
2022-01-31 08:56:00,2,73,Patches of Fog
2022-01-31 09:56:00,6,62,Mostly Cloudy
2022-01-31 10:56:00,10,52,Partly Cloudy
2022-01-31 11:56:00,12,45,Fair
2022-01-31 12:56:00,13,39,Fair
2022-01-31 13:56:00,15,35,Partly Cloudy
2022-01-31 14:56:00,16,30,Partly Cloudy
2022-01-31 15:56:00,16,30,Partly Cloudy
2022-01-31 16:56:00,14,33,Partly Cloudy
2022-01-31 17:56:00,12,38,Mostly Cloudy
2022-01-31 21:56:00,3,76,Partly Cloudy
2022-01-31 22:56:00,3,76,Partly Cloudy
2022-01-31 23:56:00,1,82,Fair
