time,ambient_temperature,relative_humidity,weather_condition
2024-02-26 00:56:00,5,73,Mostly Cloudy
2024-02-26 01:56:00,2,86,Fair
2024-02-26 02:56:00,2,89,Partly Cloudy
2024-02-26 03:56:00,2,89,Partly Cloudy
2024-02-26 04:56:00,1,92,Partly Cloudy
2024-02-26 05:56:00,3,89,Fair
2024-02-26 06:56:00,1,89,Partly Cloudy
2024-02-26 07:56:00,2,89,Patches of Fog
2024-02-26 08:56:00,8,79,Fair
2024-02-26 09:56:00,14,49,Fair
2024-02-26 10:56:00,17,40,Fair
2024-02-26 11:56:00,19,33,Fair
2024-02-26 12:56:00,22,29,Fair
2024-02-26 13:56:00,22,27,Fair
2024-02-26 14:56:00,23,23,Fair
2024-02-26 15:56:00,23,22,Fair
2024-02-26 16:56:00,22,24,Fair
2024-02-26 17:56:00,20,31,Fair
2024-02-26 18:56:00,18,35,Fair
2024-02-26 19:56:00,16,41,Fair
2024-02-26 20:56:00,15,48,Fair
2024-02-26 21:56:00,14,47,Fair
2024-02-26 22:56:00,13,49,Fair
2024-02-26 23:56:00,13,51,Partly Cloudy
