time,ambient_temperature,relative_humidity,weather_condition
2022-09-10 00:20:00,23,84,Cloudy
2022-09-10 00:56:00,23,82,Cloudy
2022-09-10 01:56:00,22,91,Light Rain
2022-09-10 02:30:00,22,91,Cloudy
2022-09-10 02:56:00,22,91,Cloudy
2022-09-10 03:56:00,22,91,Light Rain
2022-09-10 04:22:00,22,96,Light Rain
2022-09-10 04:56:00,22,96,Light Rain
2022-09-10 05:08:00,22,96,Light Rain
2022-09-10 05:56:00,22,96,Cloudy
2022-09-10 06:21:00,22,96,Cloudy
2022-09-10 06:56:00,22,96,Cloudy
2022-09-10 07:26:00,22,96,Cloudy
2022-09-10 07:56:00,22,100,Cloudy
2022-09-10 08:56:00,22,100,Cloudy
2022-09-10 09:51:00,22,100,Fog
2022-09-10 09:56:00,22,100,Fog
2022-09-10 10:40:00,23,96,Cloudy
2022-09-10 10:56:00,23,97,Cloudy
2022-09-10 11:12:00,24,94,Cloudy
2022-09-10 11:56:00,24,91,Cloudy
2022-09-10 12:31:00,24,91,Cloudy
2022-09-10 12:56:00,26,87,Cloudy
2022-09-10 13:13:00,26,84,Mostly Cloudy
2022-09-10 13:56:00,27,79,Mostly Cloudy
2022-09-10 14:20:00,28,76,Mostly Cloudy
2022-09-10 14:56:00,28,76,Mostly Cloudy
2022-09-10 15:42:00,29,74,Mostly Cloudy
2022-09-10 15:56:00,29,72,Mostly Cloudy
2022-09-10 16:56:00,29,69,Mostly Cloudy
2022-09-10 17:56:00,29,69,Mostly Cloudy
2022-09-10 18:15:00,25,82,Mostly Cloudy
2022-09-10 18:56:00,24,90,Mostly Cloudy
2022-09-10 19:32:00,23,97,Heavy Rain
2022-09-10 19:40:00,23,97,Heavy Rain
2022-09-10 19:56:00,24,94,Mostly Cloudy
2022-09-10 20:36:00,24,94,Cloudy
2022-09-10 20:56:00,24,90,Mostly Cloudy
2022-09-10 21:31:00,23,97,Thunder in the Vicinity
2022-09-10 21:39:00,23,97,Thunder in the Vicinity
2022-09-10 21:50:00,23,100,T-Storm
2022-09-10 21:56:00,23,100,Heavy T-Storm
2022-09-10 22:06:00,23,100,Heavy T-Storm
2022-09-10 22:12:00,23,100,Heavy T-Storm
2022-09-10 22:23:00,23,100,T-Storm
2022-09-10 22:35:00,23,100,Light Rain
2022-09-10 22:56:00,23,100,Light Rain
2022-09-10 23:26:00,23,96,Mostly Cloudy
2022-09-10 23:43:00,23,100,Mostly Cloudy
2022-09-10 23:56:00,22,100,Mostly Cloudy
