time,ambient_temperature,relative_humidity,weather_condition
2023-05-29 00:56:00,16,97,Cloudy
2023-05-29 01:18:00,16,97,Cloudy
2023-05-29 01:56:00,16,97,Cloudy
2023-05-29 02:56:00,16,96,Mostly Cloudy
2023-05-29 03:28:00,15,96,Mostly Cloudy
2023-05-29 03:56:00,15,96,Mostly Cloudy
2023-05-29 04:17:00,14,100,Fair
2023-05-29 04:56:00,14,97,Fair
2023-05-29 05:56:00,13,100,Patches of Fog
2023-05-29 06:56:00,13,100,Patches of Fog
2023-05-29 07:56:00,16,93,Fair
2023-05-29 08:56:00,18,84,Partly Cloudy
2023-05-29 09:56:00,20,76,Fair
2023-05-29 10:56:00,22,70,Fair
2023-05-29 11:56:00,24,60,Mostly Cloudy
2023-05-29 12:56:00,25,56,Mostly Cloudy
2023-05-29 13:56:00,25,54,Mostly Cloudy
2023-05-29 14:56:00,26,50,Mostly Cloudy
2023-05-29 15:56:00,27,47,Mostly Cloudy
2023-05-29 16:56:00,27,45,Partly Cloudy
2023-05-29 17:56:00,27,41,Partly Cloudy
2023-05-29 18:56:00,26,42,Partly Cloudy
2023-05-29 19:56:00,24,58,Mostly Cloudy
2023-05-29 20:56:00,24,62,Mostly Cloudy
2023-05-29 21:56:00,23,68,Mostly Cloudy
2023-05-29 22:56:00,22,71,Mostly Cloudy
2023-05-29 23:56:00,21,78,Partly Cloudy
