time,ambient_temperature,relative_humidity,weather_condition
2024-01-05 00:56:00,3,57,Fair
2024-01-05 01:56:00,3,57,Fair
2024-01-05 02:56:00,-3,92,Fair
2024-01-05 03:56:00,-3,88,Fair
2024-01-05 04:56:00,-3,92,Fair
2024-01-05 05:56:00,-3,92,Fair
2024-01-05 06:56:00,-3,88,Fair
2024-01-05 07:56:00,-4,96,Patches of Fog
2024-01-05 08:56:00,-1,89,Patches of Fog
2024-01-05 09:56:00,4,53,Mostly Cloudy
2024-01-05 10:56:00,6,51,Mostly Cloudy
2024-01-05 11:56:00,8,46,Mostly Cloudy
2024-01-05 12:56:00,9,44,Mostly Cloudy
2024-01-05 13:56:00,10,43,Mostly Cloudy
2024-01-05 14:56:00,11,41,Mostly Cloudy
2024-01-05 15:56:00,11,46,Mostly Cloudy
2024-01-05 16:56:00,10,48,Partly Cloudy
2024-01-05 17:56:00,9,48,Mostly Cloudy
2024-01-05 18:56:00,9,50,Cloudy
2024-01-05 19:56:00,8,52,Cloudy
2024-01-05 20:56:00,8,52,Cloudy
2024-01-05 21:56:00,8,52,Mostly Cloudy
2024-01-05 22:56:00,8,58,Light Rain
2024-01-05 23:56:00,7,63,Mostly Cloudy
