time,ambient_temperature,relative_humidity,weather_condition
2022-01-07 00:24:00,12,71,Mostly Cloudy
2022-01-07 00:56:00,11,66,Cloudy / Windy
2022-01-07 01:56:00,8,68,Partly Cloudy / Windy
2022-01-07 02:56:00,6,74,Partly Cloudy
2022-01-07 03:56:00,5,76,Fair
2022-01-07 04:56:00,4,77,Fair
2022-01-07 05:56:00,4,65,Fair
2022-01-07 06:56:00,2,82,Fair
2022-01-07 07:56:00,2,79,Fair
2022-01-07 08:56:00,4,68,Fair
2022-01-07 09:56:00,6,62,Fair
2022-01-07 10:56:00,7,52,Partly Cloudy
2022-01-07 11:56:00,8,42,Fair
2022-01-07 12:56:00,8,39,Partly Cloudy
2022-01-07 13:56:00,10,38,Partly Cloudy
2022-01-07 14:56:00,9,38,Partly Cloudy
2022-01-07 15:56:00,10,35,Partly Cloudy
2022-01-07 16:56:00,10,33,Partly Cloudy
2022-01-07 17:56:00,8,41,Partly Cloudy
2022-01-07 18:56:00,4,60,Fair
2022-01-07 19:56:00,5,57,Fair
2022-01-07 20:56:00,2,76,Fair
2022-01-07 21:56:00,1,82,Fair
2022-01-07 22:56:00,2,76,Fair
2022-01-07 23:56:00,3,41,Fair
