time,ambient_temperature,relative_humidity,weather_condition
2023-09-22 00:56:00,21,73,Fair
2023-09-22 01:56:00,20,76,Fair
2023-09-22 02:56:00,19,81,Fair
2023-09-22 03:56:00,19,78,Fair
2023-09-22 04:56:00,18,81,Fair
2023-09-22 05:56:00,18,84,Fair
2023-09-22 06:56:00,18,87,Partly Cloudy
2023-09-22 07:56:00,18,84,Partly Cloudy
2023-09-22 08:56:00,20,78,Partly Cloudy
2023-09-22 09:56:00,22,68,Fair
2023-09-22 10:56:00,24,55,Fair
2023-09-22 11:56:00,25,48,Fair
2023-09-22 12:56:00,26,45,Fair
2023-09-22 13:56:00,27,45,Fair
2023-09-22 14:56:00,27,45,Partly Cloudy
2023-09-22 15:56:00,27,43,Partly Cloudy
2023-09-22 16:56:00,25,48,Mostly Cloudy
2023-09-22 17:56:00,25,50,Mostly Cloudy
2023-09-22 18:56:00,24,53,Mostly Cloudy
2023-09-22 19:56:00,23,53,Mostly Cloudy
2023-09-22 20:56:00,23,55,Cloudy
2023-09-22 21:56:00,22,53,Partly Cloudy
2023-09-22 22:56:00,21,59,Partly Cloudy
2023-09-22 23:56:00,21,61,Mostly Cloudy
