time,ambient_temperature,relative_humidity,weather_condition
2023-05-02 00:56:00,12,53,Fair
2023-05-02 01:56:00,12,57,Fair
2023-05-02 02:56:00,11,59,Fair
2023-05-02 03:56:00,10,61,Fair
2023-05-02 04:56:00,10,63,Fair
2023-05-02 05:56:00,9,66,Fair
2023-05-02 06:56:00,9,68,Fair
2023-05-02 07:56:00,12,61,Fair
2023-05-02 08:56:00,14,53,Fair
2023-05-02 09:56:00,18,39,Fair
2023-05-02 10:56:00,19,28,Fair / Windy
2023-05-02 11:56:00,21,27,Fair / Windy
2023-05-02 12:56:00,22,27,Fair
2023-05-02 13:56:00,22,25,Fair / Windy
2023-05-02 14:56:00,22,26,Fair / Windy
2023-05-02 15:56:00,23,25,Fair / Windy
2023-05-02 16:56:00,23,25,Fair / Windy
2023-05-02 17:56:00,22,26,Mostly Cloudy / Windy
2023-05-02 18:56:00,22,26,Mostly Cloudy / Windy
2023-05-02 19:56:00,19,31,Fair
2023-05-02 20:56:00,18,33,Fair
2023-05-02 21:56:00,16,41,Fair
2023-05-02 22:56:00,14,49,Fair
2023-05-02 23:56:00,12,57,Fair
