time,ambient_temperature,relative_humidity,weather_condition
2023-11-19 00:56:00,16,55,Partly Cloudy
2023-11-19 01:56:00,14,53,Fair
2023-11-19 02:56:00,13,53,Fair
2023-11-19 03:56:00,13,51,Fair
2023-11-19 04:32:00,12,53,Cloudy
2023-11-19 04:56:00,12,53,Mostly Cloudy
2023-11-19 05:56:00,12,49,Mostly Cloudy
2023-11-19 06:26:00,12,50,Partly Cloudy
2023-11-19 06:56:00,12,50,Partly Cloudy
2023-11-19 07:56:00,12,50,Fair
2023-11-19 08:32:00,12,49,Mostly Cloudy
2023-11-19 08:56:00,12,47,Fair
2023-11-19 09:30:00,13,43,Mostly Cloudy
2023-11-19 09:56:00,13,44,Mostly Cloudy
2023-11-19 10:56:00,15,39,Mostly Cloudy
2023-11-19 11:39:00,16,36,Partly Cloudy
2023-11-19 11:56:00,17,35,Partly Cloudy
2023-11-19 12:56:00,18,34,Mostly Cloudy
2023-11-19 13:47:00,18,33,Mostly Cloudy
2023-11-19 13:56:00,18,34,Mostly Cloudy
2023-11-19 14:56:00,19,36,Mostly Cloudy
2023-11-19 15:56:00,19,37,Partly Cloudy
2023-11-19 16:56:00,18,41,Mostly Cloudy
2023-11-19 17:56:00,17,45,Mostly Cloudy
2023-11-19 18:56:00,17,46,Mostly Cloudy
2023-11-19 19:56:00,16,51,Mostly Cloudy
2023-11-19 20:56:00,14,59,Mostly Cloudy
2023-11-19 21:56:00,14,57,Mostly Cloudy
2023-11-19 22:56:00,12,66,Mostly Cloudy
2023-11-19 23:56:00,13,62,Cloudy
