time,ambient_temperature,relative_humidity,weather_condition
2023-11-13 00:56:00,6,100,Fair
2023-11-13 01:56:00,6,100,Fair
2023-11-13 02:56:00,5,96,Fair
2023-11-13 03:56:00,4,97,Fair
2023-11-13 04:56:00,4,96,Fair
2023-11-13 05:56:00,5,93,Fair
2023-11-13 06:56:00,7,89,Partly Cloudy
2023-11-13 07:56:00,7,86,Mostly Cloudy
2023-11-13 08:56:00,10,77,Mostly Cloudy
2023-11-13 09:56:00,12,59,Mostly Cloudy
2023-11-13 10:56:00,14,51,Mostly Cloudy
2023-11-13 11:56:00,16,44,Mostly Cloudy
2023-11-13 12:56:00,17,41,Mostly Cloudy
2023-11-13 13:56:00,19,37,Mostly Cloudy
2023-11-13 14:56:00,19,36,Mostly Cloudy
2023-11-13 15:56:00,19,37,Mostly Cloudy
2023-11-13 16:56:00,18,45,Partly Cloudy
2023-11-13 17:56:00,13,69,Mostly Cloudy
2023-11-13 18:56:00,12,75,Mostly Cloudy
2023-11-13 19:56:00,10,86,Mostly Cloudy
2023-11-13 20:56:00,9,90,Mostly Cloudy
2023-11-13 21:56:00,9,93,Mostly Cloudy
2023-11-13 22:56:00,8,97,Mostly Cloudy
2023-11-13 23:56:00,8,93,Mostly Cloudy
