time,ambient_temperature,relative_humidity,weather_condition
2023-03-01 00:56:00,10,83,Fair
2023-03-01 01:56:00,10,83,Fair
2023-03-01 02:56:00,10,83,Fair
2023-03-01 03:56:00,9,86,Fair
2023-03-01 04:56:00,9,86,Fair
2023-03-01 05:56:00,9,86,Fair
2023-03-01 06:56:00,9,89,Partly Cloudy
2023-03-01 07:56:00,12,80,Mostly Cloudy
2023-03-01 08:56:00,14,72,Haze
2023-03-01 09:56:00,19,52,Partly Cloudy
2023-03-01 10:56:00,22,40,Partly Cloudy
2023-03-01 11:56:00,25,36,Partly Cloudy
2023-03-01 12:56:00,27,32,Partly Cloudy
2023-03-01 13:56:00,27,34,Haze
2023-03-01 14:30:00,27,43,Haze
2023-03-01 14:56:00,26,54,Haze
2023-03-01 15:56:00,24,66,Smoke
2023-03-01 16:56:00,23,66,Smoke
2023-03-01 17:56:00,23,66,Smoke
2023-03-01 18:56:00,22,75,Mostly Cloudy
2023-03-01 19:56:00,22,75,Mostly Cloudy
2023-03-01 20:56:00,21,78,Smoke
2023-03-01 21:56:00,21,78,Smoke
2023-03-01 22:56:00,19,84,Smoke
2023-03-01 23:56:00,21,81,Smoke
