time,ambient_temperature,relative_humidity,weather_condition
2022-10-04 00:56:00,14,81,Fair
2022-10-04 01:56:00,13,77,Fair
2022-10-04 02:56:00,12,83,Fair
2022-10-04 03:56:00,11,89,Fair
2022-10-04 04:56:00,8,93,Fair
2022-10-04 05:56:00,8,93,Fair
2022-10-04 06:56:00,7,96,Fair
2022-10-04 07:56:00,8,93,Patches of Fog
2022-10-04 08:56:00,11,89,Patches of Fog
2022-10-04 09:56:00,16,62,Fair
2022-10-04 10:56:00,18,52,Fair
2022-10-04 11:56:00,21,39,Fair
2022-10-04 12:56:00,21,41,Fair
2022-10-04 13:56:00,23,35,Fair
2022-10-04 14:56:00,23,40,Fair
2022-10-04 15:56:00,24,37,Fair
2022-10-04 16:56:00,24,37,Fair
2022-10-04 17:56:00,23,41,Fair
2022-10-04 18:56:00,22,46,Fair
2022-10-04 19:56:00,18,65,Fair
2022-10-04 20:56:00,16,78,Fair
2022-10-04 21:56:00,14,87,Fair
2022-10-04 22:56:00,18,50,Fair
2022-10-04 23:56:00,17,48,Partly Cloudy
