time,ambient_temperature,relative_humidity,weather_condition
2022-07-11 00:23:00,22,93,Cloudy
2022-07-11 00:56:00,22,93,Cloudy
2022-07-11 01:56:00,22,93,Cloudy
2022-07-11 02:56:00,22,93,Cloudy
2022-07-11 03:56:00,22,93,Cloudy
2022-07-11 04:56:00,22,93,Cloudy
2022-07-11 05:14:00,22,93,Cloudy
2022-07-11 05:29:00,22,93,Cloudy
2022-07-11 05:56:00,22,90,Cloudy
2022-07-11 06:56:00,22,90,Cloudy
2022-07-11 07:39:00,21,97,Light Rain
2022-07-11 07:56:00,21,97,Fog
2022-07-11 08:19:00,21,97,Cloudy
2022-07-11 08:27:00,22,93,Cloudy
2022-07-11 08:56:00,23,87,Cloudy
2022-07-11 09:56:00,23,82,Cloudy
2022-07-11 10:56:00,23,82,Cloudy
2022-07-11 11:07:00,24,79,Cloudy
2022-07-11 11:56:00,24,79,Cloudy
2022-07-11 12:56:00,25,74,Cloudy
2022-07-11 13:56:00,27,69,Cloudy
2022-07-11 14:56:00,27,69,Cloudy
2022-07-11 15:56:00,28,65,Mostly Cloudy
2022-07-11 16:56:00,28,65,Cloudy
2022-07-11 17:56:00,27,67,Cloudy
2022-07-11 18:56:00,26,77,Cloudy
2022-07-11 19:56:00,26,79,Mostly Cloudy
2022-07-11 20:56:00,25,82,Cloudy
2022-07-11 21:56:00,24,85,Partly Cloudy
2022-07-11 22:56:00,24,87,Partly Cloudy
2022-07-11 23:56:00,24,87,Partly Cloudy
