time,ambient_temperature,relative_humidity,weather_condition
2022-02-11 00:56:00,4,77,Fair
2022-02-11 01:56:00,3,76,Fair
2022-02-11 02:56:00,2,82,Fair
2022-02-11 03:56:00,4,68,Fair
2022-02-11 04:56:00,4,70,Fair
2022-02-11 05:56:00,2,78,Fair
2022-02-11 06:56:00,2,82,Fair
2022-02-11 07:56:00,1,89,Patches of Fog
2022-02-11 08:56:00,7,68,Partly Cloudy
2022-02-11 09:56:00,12,51,Partly Cloudy
2022-02-11 10:56:00,17,33,Partly Cloudy
2022-02-11 11:56:00,19,23,Partly Cloudy
2022-02-11 12:56:00,21,21,Mostly Cloudy
2022-02-11 13:56:00,21,22,Mostly Cloudy
2022-02-11 14:56:00,21,23,Fair
2022-02-11 15:56:00,21,21,Mostly Cloudy
2022-02-11 16:56:00,19,23,Partly Cloudy
2022-02-11 17:56:00,17,30,Partly Cloudy
2022-02-11 18:56:00,15,36,Partly Cloudy
2022-02-11 19:56:00,13,42,Partly Cloudy
2022-02-11 20:56:00,12,45,Fair
2022-02-11 21:56:00,11,50,Fair
2022-02-11 22:56:00,11,52,Fair
2022-02-11 23:56:00,7,65,Fair
