time,ambient_temperature,relative_humidity,weather_condition
2023-11-03 00:56:00,0,92,Fair
2023-11-03 01:56:00,-1,92,Fair
2023-11-03 02:56:00,-1,92,Fair
2023-11-03 03:56:00,-2,96,Fair
2023-11-03 04:56:00,-2,92,Fair
2023-11-03 05:56:00,-2,92,Fair
2023-11-03 06:56:00,-2,92,Fair
2023-11-03 07:56:00,-3,92,Patches of Fog
2023-11-03 08:56:00,-1,92,Patches of Fog
2023-11-03 09:56:00,4,79,Fair
2023-11-03 10:56:00,10,52,Fair
2023-11-03 11:56:00,14,33,Fair
2023-11-03 12:56:00,16,25,Fair
2023-11-03 13:56:00,17,23,Fair
2023-11-03 14:56:00,18,19,Fair
2023-11-03 15:56:00,19,18,Fair
2023-11-03 16:56:00,18,19,Partly Cloudy
2023-11-03 17:56:00,18,19,Partly Cloudy
2023-11-03 18:56:00,15,32,Partly Cloudy
2023-11-03 19:56:00,9,58,Fair
2023-11-03 20:56:00,7,71,Fair
2023-11-03 21:56:00,6,71,Fair
2023-11-03 22:56:00,6,73,Fair
2023-11-03 23:56:00,4,82,Fair
