time,ambient_temperature,relative_humidity,weather_condition
2023-03-28 00:56:00,17,100,Fair
2023-03-28 01:56:00,17,96,Fair
2023-03-28 02:56:00,16,100,Fair
2023-03-28 03:14:00,16,100,Fog
2023-03-28 03:22:00,16,100,Patches of Fog
2023-03-28 03:24:00,16,100,Patches of Fog
2023-03-28 03:56:00,15,100,Partly Cloudy
2023-03-28 04:03:00,14,100,Fog
2023-03-28 04:08:00,14,100,Fog
2023-03-28 04:56:00,15,100,Fog
2023-03-28 05:43:00,16,100,Cloudy
2023-03-28 05:56:00,16,100,Cloudy
2023-03-28 06:56:00,16,100,Mostly Cloudy
2023-03-28 07:56:00,15,100,Fog
2023-03-28 08:56:00,16,97,Fog
2023-03-28 09:13:00,16,93,Mostly Cloudy
2023-03-28 09:37:00,17,93,Mostly Cloudy
2023-03-28 09:56:00,17,90,Mostly Cloudy
2023-03-28 10:56:00,21,65,Mostly Cloudy
2023-03-28 11:56:00,22,51,Mostly Cloudy
2023-03-28 12:56:00,23,41,Partly Cloudy
2023-03-28 13:56:00,24,43,Cloudy
2023-03-28 14:56:00,24,40,Cloudy
2023-03-28 15:56:00,24,43,Cloudy
2023-03-28 16:56:00,24,44,Mostly Cloudy
2023-03-28 17:56:00,23,53,Mostly Cloudy
2023-03-28 18:56:00,22,59,Mostly Cloudy
2023-03-28 19:56:00,21,75,Mostly Cloudy
2023-03-28 20:56:00,19,81,Partly Cloudy
2023-03-28 21:56:00,18,81,Partly Cloudy
2023-03-28 22:56:00,17,84,Partly Cloudy
2023-03-28 23:56:00,17,58,Partly Cloudy
