time,ambient_temperature,relative_humidity,weather_condition
2023-05-23 00:56:00,19,78,Partly Cloudy
2023-05-23 01:56:00,19,75,Cloudy
2023-05-23 02:56:00,19,73,Cloudy
2023-05-23 03:56:00,19,73,Cloudy
2023-05-23 04:56:00,18,68,Cloudy
2023-05-23 05:56:00,18,70,Mostly Cloudy
2023-05-23 06:56:00,18,67,Cloudy
2023-05-23 07:56:00,18,63,Cloudy
2023-05-23 08:56:00,19,60,Mostly Cloudy
2023-05-23 09:56:00,21,57,Cloudy
2023-05-23 10:56:00,22,57,Mostly Cloudy
2023-05-23 11:56:00,24,51,Mostly Cloudy
2023-05-23 12:56:00,24,54,Mostly Cloudy
2023-05-23 13:56:00,25,50,Cloudy
2023-05-23 14:56:00,26,46,Mostly Cloudy
2023-05-23 15:56:00,26,44,Mostly Cloudy
2023-05-23 16:56:00,26,45,Mostly Cloudy
2023-05-23 17:56:00,26,45,Mostly Cloudy
2023-05-23 18:56:00,25,54,Mostly Cloudy
2023-05-23 19:56:00,24,60,Mostly Cloudy
2023-05-23 20:56:00,24,57,Mostly Cloudy
2023-05-23 21:56:00,23,53,Cloudy
2023-05-23 22:56:00,22,55,Mostly Cloudy
2023-05-23 23:56:00,22,55,Cloudy
