time,ambient_temperature,relative_humidity,weather_condition
2023-10-26 00:56:00,16,93,Fair
2023-10-26 01:56:00,14,93,Fair
2023-10-26 02:56:00,13,93,Fair
2023-10-26 03:56:00,12,97,Fair
2023-10-26 04:56:00,12,96,Fair
2023-10-26 05:56:00,12,96,Patches of Fog
2023-10-26 06:56:00,11,97,Fair
2023-10-26 07:56:00,11,100,Fog
2023-10-26 08:11:00,11,100,Mist
2023-10-26 08:18:00,11,100,Fair
2023-10-26 08:56:00,13,97,Patches of Fog
2023-10-26 09:56:00,18,87,Patches of Fog
2023-10-26 10:56:00,22,75,Fair
2023-10-26 11:56:00,24,66,Fair
2023-10-26 12:56:00,26,60,Fair
2023-10-26 13:56:00,27,52,Fair
2023-10-26 14:56:00,27,52,Partly Cloudy
2023-10-26 15:56:00,27,48,Partly Cloudy
2023-10-26 16:56:00,26,52,Partly Cloudy
2023-10-26 17:56:00,26,54,Partly Cloudy
2023-10-26 18:56:00,23,66,Fair
2023-10-26 19:56:00,22,70,Fair
2023-10-26 20:56:00,21,78,Fair
2023-10-26 21:56:00,19,81,Fair
2023-10-26 22:56:00,18,90,Fair
2023-10-26 23:56:00,18,90,Fair
