time,ambient_temperature,relative_humidity,weather_condition
2023-11-18 00:56:00,17,90,Partly Cloudy
2023-11-18 01:56:00,17,84,Partly Cloudy
2023-11-18 02:56:00,17,87,Fair
2023-11-18 03:56:00,17,84,Cloudy
2023-11-18 04:56:00,17,86,Cloudy
2023-11-18 05:56:00,17,86,Mostly Cloudy
2023-11-18 06:56:00,14,96,Partly Cloudy
2023-11-18 07:56:00,16,93,Fair
2023-11-18 08:56:00,19,81,Fair
2023-11-18 09:56:00,22,68,Fair
2023-11-18 10:56:00,23,61,Fair
2023-11-18 11:56:00,24,55,Partly Cloudy
2023-11-18 12:56:00,24,50,Partly Cloudy
2023-11-18 13:56:00,26,43,Partly Cloudy
2023-11-18 14:56:00,25,43,Partly Cloudy
2023-11-18 15:56:00,26,43,Mostly Cloudy
2023-11-18 16:56:00,24,46,Partly Cloudy
2023-11-18 17:56:00,22,51,Partly Cloudy
2023-11-18 18:56:00,21,61,Mostly Cloudy
2023-11-18 19:56:00,19,68,Mostly Cloudy
2023-11-18 20:56:00,16,81,Mostly Cloudy
2023-11-18 21:56:00,15,87,Mostly Cloudy
2023-11-18 22:56:00,18,52,Mostly Cloudy
2023-11-18 23:56:00,17,53,Mostly Cloudy
