time,ambient_temperature,relative_humidity,weather_condition
2024-02-15 00:56:00,6,80,Fair
2024-02-15 01:56:00,4,83,Fair
2024-02-15 02:56:00,3,89,Fair
2024-02-15 03:56:00,6,74,Fair
2024-02-15 04:56:00,6,76,Fair
2024-02-15 05:56:00,3,89,Fair
2024-02-15 06:56:00,5,82,Mostly Cloudy
2024-02-15 07:56:00,4,89,Patches of Fog
2024-02-15 08:56:00,9,66,Patches of Fog
2024-02-15 09:56:00,14,46,Fair
2024-02-15 10:56:00,18,38,Fair
2024-02-15 11:56:00,19,36,Fair
2024-02-15 12:56:00,19,33,Fair
2024-02-15 13:56:00,21,29,Fair
2024-02-15 14:56:00,21,28,Fair
2024-02-15 15:56:00,21,29,Fair
2024-02-15 16:56:00,20,30,Partly Cloudy
2024-02-15 17:56:00,18,36,Partly Cloudy
2024-02-15 18:56:00,16,41,Fair
2024-02-15 19:56:00,13,51,Fair
2024-02-15 20:56:00,12,53,Fair
2024-02-15 21:56:00,13,49,Fair
2024-02-15 22:56:00,12,52,Fair
2024-02-15 23:56:00,12,51,Partly Cloudy
