time,ambient_temperature,relative_humidity,weather_condition
2022-03-06 00:56:00,17,86,Fair
2022-03-06 01:56:00,17,90,Fair
2022-03-06 02:56:00,17,86,Fair
2022-03-06 03:56:00,16,90,Fair
2022-03-06 04:56:00,14,96,Fair
2022-03-06 05:48:00,13,97,Fog
2022-03-06 05:56:00,13,96,Fair
2022-03-06 06:40:00,12,97,Fog
2022-03-06 06:48:00,12,93,Fog
2022-03-06 06:56:00,12,96,Fog
2022-03-06 07:08:00,12,96,Fog
2022-03-06 07:17:00,12,97,Fog
2022-03-06 07:21:00,13,96,Fog
2022-03-06 07:24:00,13,97,Fog
2022-03-06 07:27:00,13,97,Fog
2022-03-06 07:33:00,14,96,Fair
2022-03-06 07:56:00,15,96,Fair
2022-03-06 08:56:00,20,76,Fair
2022-03-06 09:56:00,23,64,Partly Cloudy / Windy
2022-03-06 10:56:00,24,55,Partly Cloudy / Windy
2022-03-06 11:56:00,26,48,Partly Cloudy
2022-03-06 12:56:00,27,43,Partly Cloudy
2022-03-06 13:56:00,27,42,Partly Cloudy
2022-03-06 14:56:00,27,40,Partly Cloudy
2022-03-06 15:56:00,27,38,Partly Cloudy
2022-03-06 16:56:00,27,36,Partly Cloudy
2022-03-06 17:56:00,26,36,Partly Cloudy
2022-03-06 18:56:00,24,41,Fair
2022-03-06 19:56:00,21,54,Fair
2022-03-06 20:56:00,22,61,Fair
2022-03-06 21:56:00,21,68,Fair
2022-03-06 22:56:00,20,76,Fair
2022-03-06 23:56:00,19,81,Fair
