time,ambient_temperature,relative_humidity,weather_condition
2023-01-08 00:56:00,4,89,Partly Cloudy
2023-01-08 01:56:00,3,93,Partly Cloudy
2023-01-08 02:56:00,5,89,Mostly Cloudy
2023-01-08 03:56:00,6,89,Cloudy
2023-01-08 04:56:00,6,86,Cloudy
2023-01-08 05:56:00,7,85,Cloudy
2023-01-08 06:56:00,8,79,Cloudy
2023-01-08 07:56:00,8,83,Mostly Cloudy
2023-01-08 08:56:00,9,80,Mostly Cloudy
2023-01-08 09:56:00,9,77,Cloudy
2023-01-08 10:56:00,11,71,Cloudy
2023-01-08 11:56:00,13,60,Cloudy
2023-01-08 12:56:00,15,55,Mostly Cloudy
2023-01-08 13:56:00,16,52,Mostly Cloudy
2023-01-08 14:56:00,18,41,Mostly Cloudy
2023-01-08 15:56:00,18,46,Mostly Cloudy
2023-01-08 16:56:00,16,57,Mostly Cloudy
2023-01-08 17:56:00,13,67,Mostly Cloudy
2023-01-08 18:56:00,14,55,Mostly Cloudy
2023-01-08 19:56:00,14,53,Partly Cloudy
2023-01-08 20:56:00,14,49,Mostly Cloudy
2023-01-08 21:56:00,14,55,Cloudy
2023-01-08 22:56:00,13,67,Cloudy
2023-01-08 23:56:00,14,59,Cloudy
