time,ambient_temperature,relative_humidity,weather_condition
2023-08-05 00:56:00,24,94,Fair
2023-08-05 01:56:00,23,97,Fair
2023-08-05 02:56:00,23,93,Fair
2023-08-05 03:56:00,22,97,Fair
2023-08-05 04:56:00,22,97,Fair
2023-08-05 05:56:00,23,93,Fair
2023-08-05 06:56:00,22,93,Partly Cloudy
2023-08-05 07:56:00,23,93,Fair
2023-08-05 08:56:00,26,84,Fair
2023-08-05 09:56:00,28,76,Fair
2023-08-05 10:56:00,30,65,Partly Cloudy
2023-08-05 11:56:00,31,57,Partly Cloudy
2023-08-05 12:56:00,32,50,Partly Cloudy
2023-08-05 13:56:00,33,50,Partly Cloudy
2023-08-05 14:56:00,33,47,Partly Cloudy
2023-08-05 15:56:00,34,42,Partly Cloudy
2023-08-05 16:56:00,34,44,Partly Cloudy
2023-08-05 17:56:00,33,47,Partly Cloudy
2023-08-05 18:56:00,32,48,Fair
2023-08-05 19:56:00,31,57,Fair
2023-08-05 20:56:00,29,63,Partly Cloudy
2023-08-05 21:56:00,28,67,Fair
2023-08-05 22:56:00,27,69,Fair
2023-08-05 23:56:00,26,79,Fair
