time,ambient_temperature,relative_humidity,weather_condition
2022-04-17 00:56:00,17,90,Partly Cloudy
2022-04-17 01:56:00,16,93,Partly Cloudy
2022-04-17 02:56:00,16,93,Partly Cloudy
2022-04-17 03:56:00,16,96,Patches of Fog
2022-04-17 04:56:00,13,97,Patches of Fog
2022-04-17 05:56:00,14,96,Partly Cloudy
2022-04-17 06:56:00,14,97,Patches of Fog
2022-04-17 07:56:00,15,96,Mostly Cloudy
2022-04-17 08:56:00,18,87,Mostly Cloudy
2022-04-17 09:56:00,21,68,Mostly Cloudy
2022-04-17 10:56:00,21,63,Partly Cloudy
2022-04-17 11:56:00,23,59,Fair
2022-04-17 12:56:00,25,50,Fair
2022-04-17 13:56:00,26,47,Partly Cloudy
2022-04-17 14:56:00,27,41,Partly Cloudy
2022-04-17 15:56:00,27,42,Fair
2022-04-17 16:56:00,28,39,Mostly Cloudy
2022-04-17 17:56:00,27,42,Mostly Cloudy
2022-04-17 18:56:00,26,46,Mostly Cloudy
2022-04-17 19:56:00,24,52,Mostly Cloudy
2022-04-17 20:56:00,23,57,Cloudy
2022-04-17 21:56:00,22,63,Mostly Cloudy
2022-04-17 22:56:00,21,70,Cloudy
2022-04-17 23:18:00,21,73,Cloudy
2022-04-17 23:56:00,19,84,Light Rain
