time,ambient_temperature,relative_humidity,weather_condition
2022-09-30 00:56:00,18,58,Cloudy
2022-09-30 01:56:00,17,60,Cloudy
2022-09-30 02:56:00,16,67,Light Rain
2022-09-30 03:56:00,16,69,Light Rain
2022-09-30 04:56:00,14,78,Light Rain
2022-09-30 05:56:00,14,83,Light Rain
2022-09-30 06:56:00,13,93,Light Rain
2022-09-30 07:56:00,13,93,Rain
2022-09-30 08:56:00,13,93,Heavy Rain
2022-09-30 09:56:00,14,93,Light Rain
2022-09-30 10:56:00,14,93,Light Rain
2022-09-30 11:56:00,14,93,Light Rain
2022-09-30 12:56:00,14,93,Rain
2022-09-30 13:47:00,14,90,Heavy Rain
2022-09-30 13:56:00,14,93,Heavy Rain / Windy
2022-09-30 14:15:00,14,93,Heavy Rain
2022-09-30 14:56:00,14,93,Rain
2022-09-30 15:17:00,14,93,Heavy Rain
2022-09-30 15:42:00,14,93,Heavy Rain
2022-09-30 15:56:00,14,93,Heavy Rain
2022-09-30 16:56:00,14,93,Heavy Rain
2022-09-30 17:07:00,14,93,Heavy Rain
2022-09-30 17:18:00,14,93,Heavy Rain
2022-09-30 17:21:00,14,93,Heavy Rain
2022-09-30 17:56:00,14,93,Light Rain
2022-09-30 18:05:00,14,93,Light Rain
2022-09-30 18:24:00,15,93,Heavy Rain
2022-09-30 18:31:00,15,93,Rain
2022-09-30 18:39:00,16,90,Light Rain / Windy
2022-09-30 18:56:00,16,87,Light Rain
2022-09-30 19:56:00,16,86,Light Rain / Windy
2022-09-30 20:04:00,15,93,Light Rain
2022-09-30 20:56:00,15,93,Heavy Rain
2022-09-30 21:10:00,14,97,Heavy Rain
2022-09-30 21:56:00,15,100,Rain
2022-09-30 22:46:00,15,,Light Rain
2022-09-30 22:56:00,15,,Light Rain
2022-09-30 23:05:00,15,96,Light Rain
2022-09-30 23:24:00,15,96,Cloudy
2022-09-30 23:56:00,15,100,Cloudy
