time,ambient_temperature,relative_humidity,weather_condition
2024-03-08 00:56:00,12,97,Fair
2024-03-08 01:56:00,11,100,Fair
2024-03-08 02:56:00,12,96,Fair
2024-03-08 03:56:00,12,100,Patches of Fog
2024-03-08 04:56:00,12,97,Patches of Fog
2024-03-08 05:56:00,12,100,Mostly Cloudy
2024-03-08 06:56:00,11,100,Mist
2024-03-08 07:15:00,11,100,Mist
2024-03-08 07:56:00,12,100,Mist
2024-03-08 08:56:00,14,96,Mist
2024-03-08 09:15:00,14,97,Mist
2024-03-08 09:56:00,16,87,Cloudy
2024-03-08 10:56:00,17,81,Cloudy
2024-03-08 11:56:00,17,80,Cloudy
2024-03-08 12:56:00,18,72,Cloudy
2024-03-08 13:56:00,18,70,Cloudy
2024-03-08 14:38:00,19,68,Cloudy
2024-03-08 14:40:00,19,68,Cloudy
2024-03-08 14:56:00,19,68,Cloudy
2024-03-08 15:56:00,19,68,Cloudy
2024-03-08 16:56:00,19,68,Cloudy
2024-03-08 17:56:00,18,70,Cloudy
2024-03-08 18:56:00,17,70,Mostly Cloudy
2024-03-08 19:56:00,17,70,Mostly Cloudy
2024-03-08 20:56:00,16,72,Cloudy
2024-03-08 21:56:00,16,69,Cloudy
2024-03-08 22:56:00,14,70,Light Rain
2024-03-08 23:56:00,12,90,Light Rain
