time,ambient_temperature,relative_humidity,weather_condition
2022-04-12 00:56:00,19,50,Mostly Cloudy
2022-04-12 01:56:00,18,54,Fair
2022-04-12 02:56:00,17,60,Fair
2022-04-12 03:56:00,16,64,Partly Cloudy
2022-04-12 04:56:00,14,72,Fair
2022-04-12 05:56:00,13,80,Cloudy
2022-04-12 06:56:00,13,83,Mostly Cloudy
2022-04-12 07:56:00,14,81,Mostly Cloudy
2022-04-12 08:56:00,18,72,Partly Cloudy
2022-04-12 09:56:00,21,61,Partly Cloudy
2022-04-12 10:56:00,23,52,Partly Cloudy
2022-04-12 11:56:00,26,40,Mostly Cloudy
2022-04-12 12:56:00,27,38,Mostly Cloudy
2022-04-12 13:56:00,28,34,Mostly Cloudy
2022-04-12 14:56:00,28,33,Mostly Cloudy
2022-04-12 15:56:00,29,32,Mostly Cloudy
2022-04-12 16:56:00,29,29,Mostly Cloudy
2022-04-12 17:56:00,29,31,Partly Cloudy
2022-04-12 18:56:00,28,34,Partly Cloudy
2022-04-12 19:56:00,26,42,Partly Cloudy
2022-04-12 20:56:00,24,46,Partly Cloudy
2022-04-12 21:56:00,22,53,Partly Cloudy
2022-04-12 22:56:00,21,63,Partly Cloudy
2022-04-12 23:56:00,21,58,Partly Cloudy
