time,ambient_temperature,relative_humidity,weather_condition
2023-11-12 00:27:00,10,96,Heavy Rain
2023-11-12 00:41:00,10,96,Rain
2023-11-12 00:56:00,10,96,Light Rain
2023-11-12 01:56:00,10,96,Light Rain
2023-11-12 02:56:00,10,96,Light Rain
2023-11-12 03:56:00,9,100,Light Rain
2023-11-12 04:56:00,9,97,Cloudy
2023-11-12 05:56:00,9,96,Cloudy
2023-11-12 06:56:00,9,96,Cloudy
2023-11-12 07:56:00,9,93,Cloudy
2023-11-12 08:15:00,9,93,Cloudy
2023-11-12 08:27:00,9,89,Cloudy
2023-11-12 08:56:00,9,89,Cloudy
2023-11-12 09:18:00,9,86,Cloudy
2023-11-12 09:56:00,10,83,Mostly Cloudy
2023-11-12 10:56:00,12,72,Mostly Cloudy
2023-11-12 11:56:00,13,69,Cloudy
2023-11-12 12:56:00,15,62,Mostly Cloudy
2023-11-12 13:56:00,16,60,Mostly Cloudy
2023-11-12 14:56:00,16,57,Mostly Cloudy
2023-11-12 15:56:00,16,53,Mostly Cloudy
2023-11-12 16:56:00,15,55,Mostly Cloudy
2023-11-12 17:56:00,14,64,Mostly Cloudy
2023-11-12 18:56:00,13,72,Fair
2023-11-12 19:56:00,9,93,Partly Cloudy
2023-11-12 20:56:00,9,93,Fair
2023-11-12 21:56:00,8,97,Mostly Cloudy
2023-11-12 22:56:00,8,96,Partly Cloudy
2023-11-12 23:56:00,7,96,Fair
