time,ambient_temperature,relative_humidity,weather_condition
2023-02-24 00:56:00,23,73,Mostly Cloudy
2023-02-24 01:56:00,23,76,Mostly Cloudy
2023-02-24 02:56:00,22,81,Fair
2023-02-24 03:56:00,20,87,Fair
2023-02-24 04:56:00,19,90,Fair
2023-02-24 05:56:00,19,93,Fair
2023-02-24 06:56:00,19,90,Partly Cloudy
2023-02-24 07:56:00,20,93,Partly Cloudy
2023-02-24 08:56:00,22,81,Mostly Cloudy
2023-02-24 09:31:00,23,81,Haze
2023-02-24 09:56:00,24,71,Mostly Cloudy
2023-02-24 10:24:00,24,71,Mostly Cloudy
2023-02-24 10:52:00,23,73,Mostly Cloudy
2023-02-24 10:56:00,23,71,Mostly Cloudy
2023-02-24 11:56:00,25,62,Partly Cloudy
2023-02-24 12:56:00,26,56,Partly Cloudy
2023-02-24 13:56:00,26,52,Partly Cloudy
2023-02-24 14:01:00,26,52,Mostly Cloudy
2023-02-24 14:56:00,26,48,Mostly Cloudy
2023-02-24 15:56:00,26,45,Mostly Cloudy
2023-02-24 16:56:00,26,44,Mostly Cloudy
2023-02-24 17:56:00,26,37,Mostly Cloudy
2023-02-24 18:56:00,24,38,Mostly Cloudy
2023-02-24 19:56:00,23,31,Cloudy
2023-02-24 20:56:00,22,27,Cloudy
2023-02-24 21:56:00,16,60,Cloudy
2023-02-24 22:56:00,12,80,Rain
2023-02-24 23:56:00,11,89,Rain
