time,ambient_temperature,relative_humidity,weather_condition
2022-04-07 00:56:00,18,93,Mostly Cloudy
2022-04-07 01:56:00,18,96,Cloudy
2022-04-07 02:40:00,18,96,T-Storm
2022-04-07 02:47:00,18,96,T-Storm
2022-04-07 02:56:00,18,96,Rain
2022-04-07 03:56:00,18,96,Cloudy
2022-04-07 04:56:00,17,97,Light Rain
2022-04-07 05:56:00,17,93,Mostly Cloudy
2022-04-07 06:16:00,17,97,Thunder in the Vicinity
2022-04-07 06:27:00,17,100,Heavy Rain
2022-04-07 06:34:00,17,97,Light Rain
2022-04-07 06:56:00,17,97,Cloudy
2022-04-07 07:56:00,17,97,Mostly Cloudy
2022-04-07 08:49:00,18,93,Cloudy
2022-04-07 08:56:00,18,93,Cloudy
2022-04-07 09:56:00,19,90,Mostly Cloudy
2022-04-07 10:51:00,21,88,Cloudy
2022-04-07 10:56:00,21,87,Cloudy
2022-04-07 11:56:00,22,84,Cloudy
2022-04-07 12:16:00,22,78,Mostly Cloudy
2022-04-07 12:56:00,22,78,Cloudy
2022-04-07 13:32:00,23,62,Mostly Cloudy
2022-04-07 13:56:00,24,57,Fair
2022-04-07 14:56:00,23,37,Fair
2022-04-07 15:56:00,23,33,Fair
2022-04-07 16:56:00,23,29,Fair / Windy
2022-04-07 17:56:00,22,25,Fair / Windy
2022-04-07 18:56:00,21,26,Fair / Windy
2022-04-07 19:56:00,18,37,Fair
2022-04-07 20:56:00,16,42,Fair
2022-04-07 21:56:00,14,51,Fair
2022-04-07 22:56:00,13,59,Fair
2022-04-07 23:56:00,12,59,Partly Cloudy
