time,ambient_temperature,relative_humidity,weather_condition
2023-02-28 00:56:00,22,66,Partly Cloudy
2023-02-28 01:56:00,22,68,Fair
2023-02-28 02:56:00,22,70,Fair
2023-02-28 03:56:00,21,63,Fair
2023-02-28 04:56:00,20,65,Fair
2023-02-28 05:56:00,19,68,Partly Cloudy
2023-02-28 06:56:00,18,67,Partly Cloudy
2023-02-28 07:56:00,19,60,Fair
2023-02-28 08:56:00,21,51,Fair
2023-02-28 09:56:00,23,39,Fair
2023-02-28 10:56:00,24,33,Fair
2023-02-28 11:56:00,26,29,Fair
2023-02-28 12:56:00,27,27,Fair
2023-02-28 13:56:00,27,25,Fair
2023-02-28 14:56:00,28,22,Partly Cloudy
2023-02-28 15:56:00,27,24,Partly Cloudy
2023-02-28 16:56:00,26,26,Partly Cloudy
2023-02-28 17:56:00,24,27,Partly Cloudy
2023-02-28 18:56:00,23,30,Fair
2023-02-28 19:56:00,17,52,Fair
2023-02-28 20:56:00,17,52,Fair
2023-02-28 21:56:00,15,60,Fair
2023-02-28 22:56:00,13,67,Fair
2023-02-28 23:56:00,12,74,Fair
